session_id,subscriber_id,content_id,watch_date,watch_hour,watch_mins,completion_pct
WS00120452,S002847,C0337,2024-09-09,6,21,70.0
WS00120453,S002847,C0459,2024-07-16,11,34,80.95
WS00120454,S002847,C0494,2024-10-23,21,29,90.62
WS00120455,S002847,C0183,2024-04-20,22,21,42.86
WS00120456,S002847,C0009,2024-01-23,21,12,44.44
WS00120457,S002847,C0345,2024-07-26,0,93,65.96
WS00120458,S002848,C0127,2024-08-09,20,57,68.67
WS00120459,S002848,C0326,2024-10-22,6,108,89.26
WS00120460,S002848,C0424,2024-01-07,9,22,78.57
WS00120461,S002848,C0387,2024-02-25,5,28,30.43
WS00120462,S002848,C0014,2024-10-04,22,40,90.91
WS00120463,S002848,C0192,2024-11-02,19,17,70.83
WS00120464,S002848,C0141,2024-07-11,20,77,90.59
WS00120465,S002848,C0181,2024-01-15,21,9,8.26
WS00120466,S002848,C0260,2024-07-08,13,10,8.55
WS00120467,S002848,C0335,2024-01-15,21,9,31.03
WS00120468,S002848,C0492,2024-07-22,15,28,71.79
WS00120469,S002848,C0269,2024-07-31,10,16,59.26
WS00120470,S002848,C0092,2024-02-02,21,5,2.87
WS00120471,S002848,C0198,2024-09-12,15,24,45.28
WS00120472,S002848,C0319,2024-04-15,4,34,100.0
WS00120473,S002848,C0394,2024-08-14,1,61,37.2
WS00120474,S002848,C0180,2024-04-19,21,14,43.75
WS00120475,S002848,C0449,2024-02-21,20,42,79.25
WS00120476,S002848,C0209,2024-11-27,16,20,45.45
WS00120477,S002848,C0027,2024-07-20,12,12,7.14
WS00120478,S002848,C0159,2024-03-08,1,15,60.0
WS00120479,S002848,C0066,2024-11-23,5,20,40.82
WS00120480,S002848,C0004,2024-11-05,0,32,32.0
WS00120481,S002848,C0496,2024-12-01,1,16,72.73
WS00120482,S002848,C0231,2024-04-13,12,16,55.17
WS00120483,S002848,C0286,2024-05-02,19,15,71.43
WS00120484,S002848,C0294,2024-03-20,13,6,20.0
WS00120485,S002848,C0146,2024-11-10,11,129,99.23
WS00120486,S002848,C0128,2024-04-12,21,37,72.55
WS00120487,S002848,C0263,2024-11-23,11,10,45.45
WS00120488,S002848,C0095,2024-02-09,20,82,75.93
WS00120489,S002848,C0009,2024-08-02,21,11,40.74
WS00120490,S002848,C0109,2024-08-23,21,22,59.46
WS00120491,S002848,C0126,2024-04-04,21,25,71.43
WS00120492,S002848,C0439,2024-11-16,17,19,90.48
WS00120493,S002848,C0056,2024-07-23,16,110,87.3
WS00120494,S002848,C0280,2024-08-28,21,27,100.0
WS00120495,S002848,C0352,2024-04-02,9,30,88.24
WS00120496,S002848,C0471,2024-09-16,21,144,83.24
WS00120497,S002848,C0192,2024-03-03,20,7,29.17
WS00120498,S002848,C0476,2024-01-28,10,5,16.13
WS00120499,S002848,C0451,2024-01-22,10,27,60.0
WS00120500,S002848,C0371,2024-09-15,22,97,78.23
WS00120501,S002848,C0243,2024-07-23,13,29,23.39
WS00120502,S002848,C0008,2024-07-18,17,33,19.53
WS00120503,S002849,C0100,2024-07-16,15,30,93.75
WS00120504,S002849,C0065,2024-03-01,21,41,75.93
WS00120505,S002849,C0279,2024-07-02,20,17,38.64
WS00120506,S002849,C0007,2024-05-15,21,9,7.63
WS00120507,S002849,C0320,2024-08-09,8,28,70.0
WS00120508,S002849,C0154,2024-02-21,1,12,10.08
WS00120509,S002849,C0311,2024-01-23,15,68,61.82
WS00120510,S002849,C0044,2024-01-08,22,40,93.02
WS00120511,S002849,C0049,2024-06-18,21,35,85.37
WS00120512,S002849,C0356,2024-09-09,22,28,96.55
WS00120513,S002849,C0119,2024-05-25,17,13,54.17
WS00120514,S002849,C0032,2024-01-02,2,148,92.5
WS00120515,S002849,C0012,2024-09-18,2,95,53.07
WS00120516,S002849,C0207,2024-08-10,21,22,13.75
WS00120517,S002849,C0307,2024-07-12,21,9,33.33
WS00120518,S002849,C0361,2024-10-13,14,21,84.0
WS00120519,S002849,C0261,2024-09-26,20,17,54.84
WS00120520,S002849,C0036,2024-04-03,12,50,94.34
WS00120521,S002849,C0369,2024-11-17,0,78,49.37
WS00120522,S002849,C0358,2024-10-12,5,16,72.73
WS00120523,S002849,C0259,2024-06-09,22,22,88.0
WS00120524,S002849,C0437,2024-01-22,18,15,36.59
WS00120525,S002849,C0288,2024-03-05,22,18,52.94
WS00120526,S002849,C0357,2024-04-01,22,116,66.67
WS00120527,S002849,C0162,2024-11-10,16,28,53.85
WS00120528,S002849,C0468,2024-03-01,22,22,57.89
WS00120529,S002849,C0135,2024-12-05,20,21,100.0
WS00120530,S002849,C0133,2024-08-31,13,38,47.5
WS00120531,S002849,C0371,2024-03-07,22,102,82.26
WS00120532,S002849,C0487,2024-08-13,14,16,80.0
WS00120533,S002849,C0377,2024-08-24,0,25,92.59
WS00120534,S002849,C0071,2024-11-15,21,9,40.91
WS00120535,S002849,C0400,2024-09-21,21,19,90.48
WS00120536,S002849,C0448,2024-01-05,14,29,82.86
WS00120537,S002849,C0423,2024-09-24,5,7,24.14
WS00120538,S002849,C0206,2024-03-06,13,10,41.67
WS00120539,S002850,C0426,2024-08-01,10,55,58.51
WS00120540,S002850,C0099,2024-08-12,22,19,48.72
WS00120541,S002850,C0395,2024-01-22,20,99,80.49
WS00120542,S002850,C0339,2024-05-25,21,5,22.73
WS00120543,S002850,C0041,2024-06-07,19,34,75.56
WS00120544,S002850,C0265,2024-01-16,14,26,66.67
WS00120545,S002850,C0400,2024-01-05,13,12,57.14
WS00120546,S002850,C0311,2024-08-12,21,110,100.0
WS00120547,S002850,C0239,2024-07-15,20,19,42.22
WS00120548,S002850,C0202,2024-09-10,13,7,19.44
WS00120549,S002850,C0117,2024-01-31,10,23,45.1
WS00120550,S002850,C0467,2024-09-02,3,34,87.18
WS00120551,S002850,C0213,2024-04-10,10,7,20.0
WS00120552,S002850,C0124,2024-12-29,0,20,51.28
WS00120553,S002850,C0312,2024-01-14,0,85,86.73
WS00120554,S002850,C0089,2024-06-08,20,108,68.79
WS00120555,S002850,C0251,2024-11-09,21,17,47.22
WS00120556,S002850,C0106,2024-06-23,12,133,77.78
WS00120557,S002850,C0294,2024-06-15,21,20,66.67
WS00120558,S002850,C0301,2024-01-21,2,8,24.24
WS00120559,S002851,C0374,2024-05-26,23,6,15.0
WS00120560,S002851,C0391,2024-10-30,20,20,64.52
WS00120561,S002851,C0018,2024-12-11,19,83,96.51
WS00120562,S002851,C0283,2024-10-01,16,61,34.66
WS00120563,S002851,C0368,2024-12-16,22,33,80.49
WS00120564,S002851,C0049,2024-04-26,21,41,100.0
WS00120565,S002851,C0177,2024-08-31,22,55,50.93
WS00120566,S002851,C0128,2024-09-01,10,25,49.02
WS00120567,S002851,C0482,2024-11-27,5,71,49.31
WS00120568,S002851,C0110,2024-01-27,13,34,31.19
WS00120569,S002851,C0032,2024-04-07,22,113,70.62
WS00120570,S002851,C0152,2024-04-02,14,76,86.36
WS00120571,S002851,C0003,2024-04-05,14,11,52.38
WS00120572,S002851,C0392,2024-05-27,22,10,38.46
WS00120573,S002851,C0206,2024-01-01,0,21,87.5
WS00120574,S002851,C0017,2024-05-28,3,26,50.0
WS00120575,S002851,C0372,2024-10-28,0,24,60.0
WS00120576,S002851,C0417,2024-03-06,17,17,13.6
WS00120577,S002851,C0048,2024-12-16,22,22,25.29
WS00120578,S002851,C0332,2024-11-27,15,30,78.95
WS00120579,S002851,C0204,2024-10-17,16,86,81.9
WS00120580,S002851,C0248,2024-05-10,20,22,12.43
WS00120581,S002851,C0123,2024-01-08,21,12,50.0
WS00120582,S002851,C0189,2024-12-29,18,30,85.71
WS00120583,S002851,C0459,2024-06-24,13,42,100.0
WS00120584,S002851,C0286,2024-04-07,14,16,76.19
WS00120585,S002851,C0358,2024-11-30,22,13,59.09
WS00120586,S002851,C0003,2024-12-27,20,19,90.48
WS00120587,S002851,C0424,2024-11-29,11,22,78.57
WS00120588,S002851,C0195,2024-10-21,20,96,88.07
WS00120589,S002851,C0349,2024-05-28,10,62,66.67
WS00120590,S002851,C0321,2024-12-28,22,10,22.73
WS00120591,S002851,C0460,2024-11-13,20,41,43.62
WS00120592,S002851,C0247,2024-12-15,5,54,58.7
WS00120593,S002851,C0342,2024-09-21,12,6,27.27
WS00120594,S002851,C0126,2024-04-17,13,6,17.14
WS00120595,S002851,C0367,2024-09-28,11,33,61.11
WS00120596,S002851,C0268,2024-07-06,21,43,86.0
WS00120597,S002851,C0280,2024-06-10,19,15,55.56
WS00120598,S002851,C0382,2024-03-03,22,8,33.33
WS00120599,S002851,C0392,2024-01-05,3,11,42.31
WS00120600,S002851,C0126,2024-09-21,8,6,17.14
WS00120601,S002851,C0432,2024-05-21,21,19,46.34
WS00120602,S002851,C0385,2024-03-02,18,51,34.69
WS00120603,S002851,C0464,2024-10-27,20,35,23.18
WS00120604,S002851,C0044,2024-04-10,3,41,95.35
WS00120605,S002851,C0397,2024-09-05,10,17,62.96
WS00120606,S002851,C0337,2024-01-04,2,21,70.0
WS00120607,S002851,C0259,2024-06-13,21,8,32.0
WS00120608,S002851,C0372,2024-04-27,20,19,47.5
WS00120609,S002851,C0136,2024-12-13,1,82,100.0
WS00120610,S002851,C0173,2024-09-11,22,16,47.06
WS00120611,S002851,C0451,2024-06-07,21,8,17.78
WS00120612,S002851,C0297,2024-05-12,8,43,37.07
WS00120613,S002852,C0100,2024-04-04,0,24,75.0
WS00120614,S002852,C0267,2024-04-16,9,6,18.75
WS00120615,S002852,C0151,2024-06-27,0,13,40.62
WS00120616,S002852,C0076,2024-12-21,1,29,29.59
WS00120617,S002852,C0364,2024-04-12,23,51,30.72
WS00120618,S002852,C0247,2024-10-29,0,75,81.52
WS00120619,S002852,C0273,2024-06-11,8,8,5.52
WS00120620,S002852,C0213,2024-08-14,19,17,48.57
WS00120621,S002852,C0358,2024-07-01,20,18,81.82
WS00120622,S002852,C0195,2024-05-09,21,50,45.87
WS00120623,S002852,C0074,2024-11-05,3,5,12.5
WS00120624,S002852,C0443,2024-11-15,8,33,97.06
WS00120625,S002852,C0029,2024-09-08,13,38,73.08
WS00120626,S002852,C0079,2024-01-13,9,23,74.19
WS00120627,S002852,C0109,2024-06-03,22,18,48.65
WS00120628,S002852,C0098,2024-09-12,12,17,37.78
WS00120629,S002852,C0397,2024-07-11,14,12,44.44
WS00120630,S002852,C0031,2024-04-09,20,35,38.46
WS00120631,S002852,C0136,2024-09-03,9,51,62.2
WS00120632,S002852,C0030,2024-08-21,5,116,69.46
WS00120633,S002852,C0114,2024-11-17,13,21,58.33
WS00120634,S002852,C0001,2024-05-21,21,29,85.29
WS00120635,S002852,C0370,2024-09-08,13,20,100.0
WS00120636,S002852,C0277,2024-06-14,3,6,17.14
WS00120637,S002852,C0034,2024-08-17,16,45,100.0
WS00120638,S002852,C0226,2024-07-28,21,112,76.19
WS00120639,S002852,C0211,2024-03-21,17,73,52.9
WS00120640,S002852,C0083,2024-03-12,21,11,36.67
WS00120641,S002852,C0033,2024-10-31,21,98,56.0
WS00120642,S002852,C0227,2024-06-19,20,23,67.65
WS00120643,S002852,C0454,2024-12-19,21,53,49.53
WS00120644,S002852,C0417,2024-01-12,10,112,89.6
WS00120645,S002852,C0058,2024-10-23,9,21,12.21
WS00120646,S002852,C0303,2024-12-19,1,8,19.05
WS00120647,S002852,C0262,2024-06-03,12,98,58.33
WS00120648,S002852,C0196,2024-11-18,12,26,72.22
WS00120649,S002852,C0139,2024-07-14,20,37,94.87
WS00120650,S002852,C0058,2024-04-06,12,77,44.77
WS00120651,S002852,C0017,2024-04-08,7,9,17.31
WS00120652,S002852,C0051,2024-02-25,22,6,11.54
WS00120653,S002852,C0162,2024-03-05,21,29,55.77
WS00120654,S002852,C0220,2024-06-05,4,6,12.5
WS00120655,S002852,C0293,2024-03-17,4,112,77.78
WS00120656,S002852,C0352,2024-06-23,8,24,70.59
WS00120657,S002852,C0334,2024-09-20,22,10,24.39
WS00120658,S002852,C0204,2024-01-11,20,11,10.48
WS00120659,S002852,C0247,2024-12-02,21,27,29.35
WS00120660,S002852,C0303,2024-01-21,22,41,97.62
WS00120661,S002852,C0085,2024-05-30,6,80,45.71
WS00120662,S002852,C0448,2024-03-05,7,11,31.43
WS00120663,S002852,C0392,2024-10-06,11,11,42.31
WS00120664,S002852,C0018,2024-11-23,20,36,41.86
WS00120665,S002852,C0055,2024-07-31,4,18,36.0
WS00120666,S002852,C0126,2024-06-19,8,17,48.57
WS00120667,S002852,C0234,2024-12-14,20,33,89.19
WS00120668,S002852,C0025,2024-10-20,21,52,35.86
WS00120669,S002852,C0386,2024-02-22,12,17,58.62
WS00120670,S002852,C0200,2024-09-26,22,31,75.61
WS00120671,S002852,C0337,2024-07-01,6,7,23.33
WS00120672,S002852,C0287,2024-12-12,6,38,27.74
WS00120673,S002852,C0247,2024-07-13,1,67,72.83
WS00120674,S002852,C0197,2024-08-30,15,92,91.09
WS00120675,S002852,C0002,2024-10-10,2,49,31.82
WS00120676,S002852,C0477,2024-03-21,8,55,41.98
WS00120677,S002852,C0361,2024-07-03,12,6,24.0
WS00120678,S002852,C0342,2024-11-06,12,22,100.0
WS00120679,S002852,C0195,2024-11-29,8,106,97.25
WS00120680,S002852,C0456,2024-07-18,12,26,61.9
WS00120681,S002852,C0205,2024-02-12,16,37,68.52
WS00120682,S002852,C0081,2024-06-04,20,47,41.23
WS00120683,S002852,C0169,2024-10-09,1,23,95.83
WS00120684,S002852,C0158,2024-10-14,3,31,91.18
WS00120685,S002852,C0377,2024-11-01,21,16,59.26
WS00120686,S002852,C0013,2024-04-15,20,29,72.5
WS00120687,S002852,C0428,2024-09-17,12,18,75.0
WS00120688,S002852,C0252,2024-12-24,10,151,93.79
WS00120689,S002853,C0383,2024-10-04,12,90,76.92
WS00120690,S002853,C0458,2024-03-17,10,99,83.9
WS00120691,S002853,C0204,2024-10-15,2,33,31.43
WS00120692,S002853,C0150,2024-07-21,11,113,87.6
WS00120693,S002853,C0120,2024-07-14,18,29,23.02
WS00120694,S002853,C0461,2024-11-23,21,27,81.82
WS00120695,S002853,C0454,2024-05-21,2,41,38.32
WS00120696,S002853,C0336,2024-12-29,20,8,38.1
WS00120697,S002853,C0492,2024-09-30,20,12,30.77
WS00120698,S002853,C0041,2024-11-14,21,34,75.56
WS00120699,S002853,C0224,2024-06-01,4,36,40.45
WS00120700,S002853,C0033,2024-09-07,18,11,6.29
WS00120701,S002853,C0072,2024-12-27,22,6,5.56
WS00120702,S002853,C0174,2024-03-22,2,33,73.33
WS00120703,S002853,C0319,2024-03-14,15,23,67.65
WS00120704,S002853,C0281,2024-06-30,20,40,26.85
WS00120705,S002853,C0269,2024-06-08,17,22,81.48
WS00120706,S002853,C0198,2024-02-24,22,7,13.21
WS00120707,S002853,C0287,2024-05-03,20,132,96.35
WS00120708,S002853,C0363,2024-01-19,8,17,80.95
WS00120709,S002853,C0331,2024-05-15,20,48,46.6
WS00120710,S002853,C0341,2024-05-31,12,93,83.78
WS00120711,S002853,C0470,2024-12-08,18,44,100.0
WS00120712,S002853,C0116,2024-04-18,11,69,53.08
WS00120713,S002853,C0440,2024-08-04,3,47,26.4
WS00120714,S002853,C0466,2024-05-18,20,139,85.8
WS00120715,S002853,C0362,2024-01-27,5,34,89.47
WS00120716,S002853,C0335,2024-11-20,2,5,17.24
WS00120717,S002853,C0340,2024-02-10,13,15,46.88
WS00120718,S002853,C0047,2024-10-25,1,14,26.92
WS00120719,S002853,C0081,2024-03-18,4,9,7.89
WS00120720,S002853,C0125,2024-01-25,18,44,36.07
WS00120721,S002853,C0316,2024-11-14,13,35,77.78
WS00120722,S002853,C0196,2024-04-07,0,7,19.44
WS00120723,S002853,C0352,2024-11-10,20,13,38.24
WS00120724,S002853,C0441,2024-07-19,19,99,66.89
WS00120725,S002853,C0470,2024-03-08,19,31,70.45
WS00120726,S002853,C0223,2024-08-17,19,45,26.16
WS00120727,S002853,C0157,2024-06-25,9,106,89.08
WS00120728,S002853,C0036,2024-12-22,3,14,26.42
WS00120729,S002853,C0037,2024-05-24,22,71,51.45
WS00120730,S002853,C0229,2024-03-07,13,26,60.47
WS00120731,S002853,C0142,2024-04-17,2,14,56.0
WS00120732,S002853,C0389,2024-11-01,20,38,92.68
WS00120733,S002853,C0443,2024-03-18,10,23,67.65
WS00120734,S002853,C0497,2024-01-07,21,22,70.97
WS00120735,S002853,C0457,2024-10-25,12,92,96.84
WS00120736,S002853,C0490,2024-02-22,23,42,100.0
WS00120737,S002853,C0024,2024-04-01,20,10,20.83
WS00120738,S002853,C0304,2024-01-28,21,7,25.93
WS00120739,S002853,C0248,2024-12-03,6,85,48.02
WS00120740,S002853,C0140,2024-10-08,20,37,90.24
WS00120741,S002853,C0372,2024-09-23,18,30,75.0
WS00120742,S002853,C0341,2024-07-29,1,47,42.34
WS00120743,S002853,C0290,2024-05-02,0,129,87.16
WS00120744,S002853,C0175,2024-03-22,22,7,33.33
WS00120745,S002853,C0390,2024-09-25,12,26,65.0
WS00120746,S002853,C0301,2024-04-10,3,30,90.91
WS00120747,S002853,C0192,2024-04-26,22,23,95.83
WS00120748,S002853,C0250,2024-06-13,20,114,77.55
WS00120749,S002853,C0055,2024-11-09,20,30,60.0
WS00120750,S002854,C0446,2024-03-11,4,17,62.96
WS00120751,S002854,C0276,2024-03-23,8,31,65.96
WS00120752,S002854,C0243,2024-11-15,20,120,96.77
WS00120753,S002854,C0338,2024-02-23,9,30,58.82
WS00120754,S002854,C0493,2024-05-16,13,39,33.05
WS00120755,S002854,C0429,2024-06-03,15,43,97.73
WS00120756,S002854,C0002,2024-05-12,2,30,19.48
WS00120757,S002854,C0487,2024-12-07,14,10,50.0
WS00120758,S002854,C0309,2024-06-15,16,37,82.22
WS00120759,S002854,C0278,2024-10-24,19,28,84.85
WS00120760,S002854,C0093,2024-05-04,22,12,42.86
WS00120761,S002854,C0091,2024-07-10,7,8,22.86
WS00120762,S002854,C0086,2024-09-07,18,16,38.1
WS00120763,S002854,C0112,2024-09-10,4,70,42.42
WS00120764,S002854,C0027,2024-08-19,18,101,60.12
WS00120765,S002854,C0184,2024-04-04,0,85,63.43
WS00120766,S002854,C0220,2024-12-25,21,22,45.83
WS00120767,S002854,C0068,2024-02-10,13,29,93.55
WS00120768,S002854,C0262,2024-03-23,22,9,5.36
WS00120769,S002854,C0475,2024-02-13,22,28,77.78
WS00120770,S002854,C0088,2024-02-13,21,53,58.24
WS00120771,S002854,C0252,2024-07-15,8,107,66.46
WS00120772,S002854,C0170,2024-03-15,7,18,36.0
WS00120773,S002854,C0124,2024-12-16,3,9,23.08
WS00120774,S002854,C0318,2024-01-15,21,46,95.83
WS00120775,S002854,C0082,2024-01-02,22,33,62.26
WS00120776,S002854,C0202,2024-08-07,21,26,72.22
WS00120777,S002854,C0174,2024-03-25,22,12,26.67
WS00120778,S002854,C0083,2024-10-10,0,7,23.33
WS00120779,S002854,C0477,2024-05-03,12,7,5.34
WS00120780,S002854,C0048,2024-11-23,22,66,75.86
WS00120781,S002854,C0194,2024-02-22,19,13,24.07
WS00120782,S002854,C0089,2024-09-21,22,140,89.17
WS00120783,S002854,C0328,2024-01-16,12,51,55.43
WS00120784,S002854,C0088,2024-08-29,4,21,23.08
WS00120785,S002854,C0253,2024-07-28,8,28,90.32
WS00120786,S002854,C0150,2024-02-17,20,94,72.87
WS00120787,S002855,C0187,2024-06-19,19,42,27.81
WS00120788,S002855,C0001,2024-10-10,11,8,23.53
WS00120789,S002855,C0363,2024-09-27,20,18,85.71
WS00120790,S002855,C0053,2024-04-18,15,38,88.37
WS00120791,S002855,C0370,2024-06-16,12,17,85.0
WS00120792,S002855,C0485,2024-11-11,21,28,100.0
WS00120793,S002855,C0449,2024-09-21,3,11,20.75
WS00120794,S002855,C0070,2024-09-16,22,14,70.0
WS00120795,S002855,C0352,2024-04-13,20,32,94.12
WS00120796,S002855,C0091,2024-01-28,15,16,45.71
WS00120797,S002855,C0442,2024-12-27,20,95,55.56
WS00120798,S002855,C0229,2024-03-08,1,33,76.74
WS00120799,S002855,C0163,2024-07-27,20,15,51.72
WS00120800,S002855,C0211,2024-12-14,21,105,76.09
WS00120801,S002855,C0152,2024-04-03,7,6,6.82
WS00120802,S002855,C0348,2024-03-13,14,38,37.62
WS00120803,S002855,C0333,2024-07-14,11,109,85.16
WS00120804,S002855,C0334,2024-06-06,18,15,36.59
WS00120805,S002855,C0269,2024-06-14,22,7,25.93
WS00120806,S002855,C0397,2024-05-23,17,12,44.44
WS00120807,S002855,C0142,2024-12-20,16,8,32.0
WS00120808,S002855,C0115,2024-04-26,13,13,44.83
WS00120809,S002855,C0321,2024-08-25,5,30,68.18
WS00120810,S002855,C0119,2024-01-05,22,22,91.67
WS00120811,S002855,C0258,2024-06-06,1,24,51.06
WS00120812,S002855,C0457,2024-09-22,16,64,67.37
WS00120813,S002855,C0378,2024-03-04,21,22,91.67
WS00120814,S002855,C0328,2024-07-03,7,62,67.39
WS00120815,S002855,C0008,2024-02-25,21,101,59.76
WS00120816,S002855,C0255,2024-09-05,11,150,84.75
WS00120817,S002855,C0452,2024-10-15,20,23,92.0
WS00120818,S002855,C0190,2024-09-25,17,18,48.65
WS00120819,S002855,C0010,2024-04-04,7,36,43.37
WS00120820,S002855,C0130,2024-04-11,14,24,100.0
WS00120821,S002855,C0337,2024-11-19,21,14,46.67
WS00120822,S002855,C0424,2024-08-16,21,7,25.0
WS00120823,S002855,C0482,2024-11-01,20,122,84.72
WS00120824,S002855,C0087,2024-03-25,21,12,30.77
WS00120825,S002855,C0291,2024-02-23,5,16,48.48
WS00120826,S002855,C0460,2024-08-27,12,40,42.55
WS00120827,S002855,C0421,2024-11-30,16,38,88.37
WS00120828,S002855,C0084,2024-05-07,2,12,42.86
WS00120829,S002855,C0337,2024-09-05,22,22,73.33
WS00120830,S002855,C0232,2024-01-25,15,64,78.05
WS00120831,S002855,C0197,2024-03-03,19,54,53.47
WS00120832,S002855,C0232,2024-07-07,20,26,31.71
WS00120833,S002855,C0476,2024-06-14,6,31,100.0
WS00120834,S002855,C0142,2024-05-29,22,20,80.0
WS00120835,S002855,C0083,2024-01-23,14,24,80.0
WS00120836,S002855,C0152,2024-05-03,20,44,50.0
WS00120837,S002855,C0482,2024-03-05,6,69,47.92
WS00120838,S002855,C0193,2024-03-31,22,89,97.8
WS00120839,S002855,C0363,2024-12-29,23,18,85.71
WS00120840,S002856,C0037,2024-12-19,6,98,71.01
WS00120841,S002856,C0455,2024-01-18,7,50,94.34
WS00120842,S002856,C0038,2024-08-10,12,98,67.12
WS00120843,S002856,C0246,2024-01-15,23,172,96.09
WS00120844,S002856,C0287,2024-06-27,21,122,89.05
WS00120845,S002856,C0011,2024-03-02,14,6,12.5
WS00120846,S002856,C0063,2024-06-05,13,28,29.79
WS00120847,S002856,C0072,2024-05-26,21,94,87.04
WS00120848,S002856,C0213,2024-02-06,7,8,22.86
WS00120849,S002856,C0458,2024-04-26,19,112,94.92
WS00120850,S002857,C0480,2024-11-13,21,16,80.0
WS00120851,S002857,C0495,2024-10-05,23,57,48.31
WS00120852,S002857,C0400,2024-07-21,20,9,42.86
WS00120853,S002857,C0283,2024-09-11,5,154,87.5
WS00120854,S002857,C0040,2024-07-31,2,22,21.57
WS00120855,S002857,C0467,2024-04-15,6,27,69.23
WS00120856,S002857,C0222,2024-12-07,22,33,34.02
WS00120857,S002857,C0245,2024-11-18,23,5,17.24
WS00120858,S002857,C0109,2024-01-23,22,33,89.19
WS00120859,S002857,C0394,2024-01-23,22,36,21.95
WS00120860,S002858,C0167,2024-01-09,1,35,41.18
WS00120861,S002858,C0135,2024-12-08,13,16,76.19
WS00120862,S002858,C0026,2024-03-17,20,18,38.3
WS00120863,S002858,C0104,2024-03-22,5,12,54.55
WS00120864,S002858,C0240,2024-11-23,18,25,49.02
WS00120865,S002858,C0164,2024-10-27,17,29,85.29
WS00120866,S002858,C0420,2024-07-04,17,51,42.5
WS00120867,S002858,C0169,2024-07-02,6,10,41.67
WS00120868,S002858,C0375,2024-05-20,18,18,90.0
WS00120869,S002858,C0089,2024-09-13,20,153,97.45
WS00120870,S002858,C0366,2024-04-21,20,21,58.33
WS00120871,S002858,C0457,2024-02-01,7,47,49.47
WS00120872,S002858,C0192,2024-08-07,18,12,50.0
WS00120873,S002858,C0090,2024-02-16,21,73,80.22
WS00120874,S002858,C0082,2024-08-21,9,50,94.34
WS00120875,S002858,C0142,2024-05-06,13,11,44.0
WS00120876,S002858,C0450,2024-01-07,23,35,23.65
WS00120877,S002858,C0280,2024-11-20,20,12,44.44
WS00120878,S002858,C0312,2024-04-20,22,54,55.1
WS00120879,S002858,C0308,2024-02-19,14,13,56.52
WS00120880,S002858,C0347,2024-11-05,14,27,32.14
WS00120881,S002859,C0373,2024-08-30,7,24,64.86
WS00120882,S002859,C0398,2024-08-14,22,15,68.18
WS00120883,S002859,C0356,2024-10-14,20,12,41.38
WS00120884,S002859,C0243,2024-05-29,6,9,7.26
WS00120885,S002859,C0035,2024-11-14,2,117,86.67
WS00120886,S002859,C0187,2024-12-16,4,63,41.72
WS00120887,S002859,C0337,2024-10-02,8,19,63.33
WS00120888,S002859,C0463,2024-04-08,10,25,59.52
WS00120889,S002859,C0131,2024-01-08,3,164,97.04
WS00120890,S002859,C0013,2024-07-18,22,26,65.0
WS00120891,S002859,C0011,2024-04-06,20,8,16.67
WS00120892,S002859,C0294,2024-11-28,7,7,23.33
WS00120893,S002859,C0162,2024-04-26,21,26,50.0
WS00120894,S002859,C0191,2024-09-17,21,14,36.84
WS00120895,S002859,C0318,2024-11-08,8,25,52.08
WS00120896,S002859,C0141,2024-09-03,7,41,48.24
WS00120897,S002859,C0110,2024-09-10,17,92,84.4
WS00120898,S002859,C0351,2024-10-14,3,87,85.29
WS00120899,S002859,C0392,2024-05-10,5,11,42.31
WS00120900,S002859,C0203,2024-07-26,11,21,100.0
WS00120901,S002859,C0029,2024-08-18,22,46,88.46
WS00120902,S002859,C0090,2024-06-17,14,47,51.65
WS00120903,S002859,C0334,2024-05-25,4,40,97.56
WS00120904,S002859,C0361,2024-07-18,13,19,76.0
WS00120905,S002859,C0063,2024-03-10,3,88,93.62
WS00120906,S002859,C0471,2024-05-29,22,66,38.15
WS00120907,S002859,C0098,2024-09-09,13,19,42.22
WS00120908,S002859,C0353,2024-03-01,7,17,45.95
WS00120909,S002859,C0453,2024-09-25,13,10,35.71
WS00120910,S002859,C0298,2024-01-31,14,13,27.66
WS00120911,S002859,C0034,2024-07-22,12,13,28.89
WS00120912,S002859,C0491,2024-02-09,13,33,63.46
WS00120913,S002859,C0001,2024-05-02,5,13,38.24
WS00120914,S002859,C0207,2024-12-22,22,42,26.25
WS00120915,S002859,C0028,2024-07-15,20,10,31.25
WS00120916,S002859,C0462,2024-11-11,20,24,75.0
WS00120917,S002859,C0352,2024-06-03,15,20,58.82
WS00120918,S002859,C0424,2024-10-19,5,21,75.0
WS00120919,S002859,C0009,2024-10-08,9,16,59.26
WS00120920,S002859,C0392,2024-12-23,20,16,61.54
WS00120921,S002859,C0371,2024-05-07,13,39,31.45
WS00120922,S002859,C0089,2024-08-14,22,120,76.43
WS00120923,S002859,C0416,2024-09-24,12,126,78.75
WS00120924,S002859,C0408,2024-11-25,19,28,75.68
WS00120925,S002859,C0068,2024-10-06,22,15,48.39
WS00120926,S002859,C0404,2024-04-01,21,54,100.0
WS00120927,S002859,C0228,2024-09-29,4,5,4.31
WS00120928,S002859,C0356,2024-05-09,21,17,58.62
WS00120929,S002859,C0455,2024-06-20,13,11,20.75
WS00120930,S002860,C0464,2024-11-03,10,137,90.73
WS00120931,S002860,C0458,2024-06-29,13,79,66.95
WS00120932,S002860,C0444,2024-11-13,18,6,24.0
