content_id,title,genre,content_type,release_year,duration_mins,language,production_cost
C0383,Horror Title 383,Horror,Movie,2024,117,Telugu,44995590.79
C0384,Horror Title 384,Horror,Documentary,2018,44,Hindi,33533844.7
C0385,Comedy Title 385,Comedy,Movie,2023,147,English,32373260.55
C0386,Reality Title 386,Reality,Series,2022,29,Telugu,14994690.82
C0387,Horror Title 387,Horror,Movie,2022,92,Telugu,8253602.63
C0388,Reality Title 388,Reality,Movie,2019,119,English,18922267.68
C0389,Reality Title 389,Reality,Series,2021,41,Kannada,46451717.88
C0390,Comedy Title 390,Comedy,Documentary,2020,40,Hindi,40889373.48
C0391,Sci-Fi Title 391,Sci-Fi,Documentary,2018,31,Hindi,31985502.8
C0392,Documentary Title 392,Documentary,Short Film,2024,26,Telugu,3165981.25
C0393,Romance Title 393,Romance,Documentary,2023,44,Telugu,2637099.92
C0394,Thriller Title 394,Thriller,Movie,2024,164,Telugu,40980373.83
C0395,Comedy Title 395,Comedy,Movie,2022,123,Kannada,27340741.67
C0396,Drama Title 396,Drama,Series,2024,38,Bengali,5140967.57
C0397,Animation Title 397,Animation,Documentary,2019,27,Hindi,961915.18
C0398,Drama Title 398,Drama,Series,2018,22,Telugu,5409315.93
C0399,Reality Title 399,Reality,Series,2019,44,Bengali,36787029.15
C0400,Sci-Fi Title 400,Sci-Fi,Series,2018,21,Bengali,27165435.53
C0401,Action Title 401,Action,Movie,2019,169,Kannada,41717683.23
C0402,Animation Title 402,Animation,Short Film,2020,39,Tamil,42177533.39
C0403,Romance Title 403,Romance,Documentary,2024,23,Bengali,32346576.41
C0404,Reality Title 404,Reality,Documentary,2019,54,Bengali,33320579.22
C0405,Romance Title 405,Romance,Series,2019,40,Kannada,8760813.33
C0406,Animation Title 406,Animation,Movie,2024,96,Telugu,25750430.77
C0407,Comedy Title 407,Comedy,Movie,2019,159,Telugu,28252674.67
C0408,Horror Title 408,Horror,Series,2020,37,Telugu,41339945.8
C0409,Drama Title 409,Drama,Series,2023,38,Bengali,37423297.84
C0410,Reality Title 410,Reality,Series,2021,50,Tamil,22289850.4
C0411,Action Title 411,Action,Movie,2018,134,Hindi,18885389.09
C0412,Drama Title 412,Drama,Series,2018,30,Telugu,15322453.77
C0413,Drama Title 413,Drama,Series,2021,23,Tamil,34452607.92
C0414,Sci-Fi Title 414,Sci-Fi,Series,2022,35,English,28494723.26
C0415,Reality Title 415,Reality,Movie,2020,156,English,29497602.23
C0416,Romance Title 416,Romance,Movie,2020,160,Bengali,39237806.02
C0417,Comedy Title 417,Comedy,Movie,2019,125,Tamil,19157251.15
C0418,Documentary Title 418,Documentary,Series,2019,40,Bengali,35447940.88
C0419,Reality Title 419,Reality,Movie,2019,118,Tamil,22124109.78
C0420,Animation Title 420,Animation,Movie,2023,120,Kannada,30706144.9
C0421,Animation Title 421,Animation,Documentary,2018,43,Telugu,1163430.01
C0422,Horror Title 422,Horror,Movie,2023,109,Telugu,14148132.73
C0423,Sci-Fi Title 423,Sci-Fi,Short Film,2025,29,Kannada,21729900.5
C0424,Animation Title 424,Animation,Documentary,2022,28,Telugu,2163873.21
C0425,Action Title 425,Action,Series,2021,40,Hindi,20849232.33
C0426,Sci-Fi Title 426,Sci-Fi,Movie,2019,94,Tamil,48188024.49
C0427,Sci-Fi Title 427,Sci-Fi,Movie,2021,105,Kannada,36675637.77
C0428,Reality Title 428,Reality,Short Film,2020,24,Hindi,9963939.72
C0429,Drama Title 429,Drama,Series,2022,44,Telugu,17800565.42
C0430,Animation Title 430,Animation,Movie,2024,147,Hindi,4897592.13
C0431,Romance Title 431,Romance,Series,2025,36,Bengali,11756770.05
C0432,Reality Title 432,Reality,Series,2018,41,English,30838557.96
C0433,Romance Title 433,Romance,Documentary,2022,29,Bengali,47312058.28
C0434,Animation Title 434,Animation,Series,2025,53,Tamil,32723186.62
C0435,Romance Title 435,Romance,Movie,2023,119,Telugu,18120682.0
C0436,Comedy Title 436,Comedy,Movie,2018,142,Bengali,8652964.49
C0437,Action Title 437,Action,Documentary,2024,41,Bengali,33151653.64
C0438,Action Title 438,Action,Documentary,2022,46,English,28229021.79
C0439,Reality Title 439,Reality,Series,2018,21,Kannada,17511328.03
C0440,Drama Title 440,Drama,Movie,2023,178,Telugu,22858992.55
C0441,Thriller Title 441,Thriller,Movie,2020,148,Tamil,10586439.73
C0442,Reality Title 442,Reality,Movie,2018,171,Telugu,14183863.68
C0443,Horror Title 443,Horror,Documentary,2025,34,Kannada,26884928.93
C0444,Reality Title 444,Reality,Series,2021,25,Hindi,16179703.01
C0445,Comedy Title 445,Comedy,Movie,2019,106,Tamil,49184312.9
C0446,Drama Title 446,Drama,Series,2022,27,Telugu,41108686.62
C0447,Documentary Title 447,Documentary,Series,2023,25,Kannada,42915259.84
C0448,Animation Title 448,Animation,Documentary,2018,35,Bengali,49213460.79
C0449,Documentary Title 449,Documentary,Series,2021,53,Telugu,44155424.04
C0450,Sci-Fi Title 450,Sci-Fi,Movie,2018,148,Tamil,26606281.3
C0451,Animation Title 451,Animation,Documentary,2023,45,Kannada,36709076.27
C0452,Animation Title 452,Animation,Documentary,2020,25,Telugu,16060330.6
C0453,Thriller Title 453,Thriller,Documentary,2022,28,Hindi,41053127.69
C0454,Reality Title 454,Reality,Movie,2025,107,Hindi,5481555.19
C0455,Documentary Title 455,Documentary,Series,2018,53,Tamil,22792373.46
C0456,Reality Title 456,Reality,Series,2025,42,Kannada,37034421.61
C0457,Comedy Title 457,Comedy,Movie,2019,95,Hindi,16088519.64
C0458,Horror Title 458,Horror,Movie,2023,118,English,32936479.28
C0459,Drama Title 459,Drama,Documentary,2025,42,Tamil,34860453.39
C0460,Animation Title 460,Animation,Movie,2024,94,Bengali,2142873.05
C0461,Documentary Title 461,Documentary,Series,2021,33,Telugu,12021775.78
C0462,Animation Title 462,Animation,Documentary,2024,32,Hindi,32713043.1
C0463,Romance Title 463,Romance,Series,2020,42,Tamil,19793089.68
C0464,Romance Title 464,Romance,Movie,2023,151,Tamil,20931675.9
C0465,Action Title 465,Action,Movie,2025,119,Kannada,45944789.33
C0466,Sci-Fi Title 466,Sci-Fi,Movie,2023,162,Tamil,41388933.06
C0467,Comedy Title 467,Comedy,Documentary,2022,39,Kannada,36470214.11
C0468,Sci-Fi Title 468,Sci-Fi,Series,2024,38,Telugu,6072729.33
C0469,Romance Title 469,Romance,Movie,2025,115,English,12473744.5
C0470,Drama Title 470,Drama,Series,2023,44,Tamil,4174923.21
C0471,Animation Title 471,Animation,Movie,2018,173,Telugu,3692317.93
C0472,Horror Title 472,Horror,Documentary,2018,41,Bengali,41988533.09
C0473,Comedy Title 473,Comedy,Movie,2022,129,Bengali,3650225.01
C0474,Action Title 474,Action,Movie,2018,123,Bengali,5145935.6
C0475,Animation Title 475,Animation,Series,2019,36,English,1744526.93
C0476,Sci-Fi Title 476,Sci-Fi,Series,2023,31,Telugu,23489445.19
C0477,Animation Title 477,Animation,Movie,2022,131,Kannada,30550934.15
C0478,Comedy Title 478,Comedy,Series,2020,48,Telugu,33983104.94
C0479,Action Title 479,Action,Movie,2020,124,Kannada,13502444.31
C0480,Horror Title 480,Horror,Series,2025,20,Kannada,4011144.7
C0481,Animation Title 481,Animation,Movie,2021,140,Kannada,2759612.9
C0482,Horror Title 482,Horror,Movie,2018,144,Bengali,23912081.63
C0483,Comedy Title 483,Comedy,Movie,2025,114,Bengali,23977276.81
C0484,Drama Title 484,Drama,Series,2020,27,Telugu,5847274.83
C0485,Reality Title 485,Reality,Series,2025,28,Bengali,14585833.94
C0486,Drama Title 486,Drama,Movie,2020,130,English,1968577.04
C0487,Comedy Title 487,Comedy,Series,2025,20,Telugu,36628085.29
C0488,Horror Title 488,Horror,Short Film,2022,31,English,41277624.02
C0489,Sci-Fi Title 489,Sci-Fi,Short Film,2025,24,English,32001867.82
C0490,Sci-Fi Title 490,Sci-Fi,Series,2018,42,Telugu,34486200.72
C0491,Thriller Title 491,Thriller,Series,2024,52,Telugu,18768124.58
C0492,Comedy Title 492,Comedy,Series,2018,39,English,20509866.62
C0493,Comedy Title 493,Comedy,Movie,2019,118,Bengali,34094162.86
C0494,Thriller Title 494,Thriller,Documentary,2019,32,Kannada,31986754.3
C0495,Romance Title 495,Romance,Movie,2021,118,Tamil,36336666.25
C0496,Documentary Title 496,Documentary,Short Film,2025,22,Kannada,7535787.63
C0497,Drama Title 497,Drama,Series,2020,31,Tamil,24557024.44
C0498,Reality Title 498,Reality,Short Film,2018,50,English,3835535.46
C0499,Documentary Title 499,Documentary,Series,2021,37,Tamil,4341924.91
C0500,Animation Title 500,Animation,Movie,2021,109,Telugu,40019826.86
