revenue_id,subscriber_id,month,amount,plan_type
10178,S001689,2024-11,199,Basic
10179,S001689,2024-12,199,Basic
10180,S001690,2024-02,199,Basic
10181,S001690,2024-03,199,Basic
10182,S001690,2024-04,199,Basic
10183,S001691,2024-04,399,Standard
10184,S001691,2024-05,399,Standard
10185,S001691,2024-06,399,Standard
10186,S001691,2024-07,399,Standard
10187,S001691,2024-08,399,Standard
10188,S001691,2024-09,399,Standard
10189,S001691,2024-10,399,Standard
10190,S001691,2024-11,399,Standard
10191,S001691,2024-12,399,Standard
10192,S001692,2024-07,199,Basic
10193,S001692,2024-08,199,Basic
10194,S001692,2024-09,199,Basic
10195,S001692,2024-10,199,Basic
10196,S001692,2024-11,199,Basic
10197,S001692,2024-12,199,Basic
10198,S001693,2024-11,399,Standard
10199,S001693,2024-12,399,Standard
10200,S001694,2024-03,199,Basic
10201,S001694,2024-04,199,Basic
10202,S001694,2024-05,199,Basic
10203,S001695,2024-11,399,Standard
10204,S001695,2024-12,399,Standard
10205,S001696,2024-01,699,Premium
10206,S001696,2024-02,699,Premium
10207,S001696,2024-03,699,Premium
10208,S001696,2024-04,699,Premium
10209,S001696,2024-05,699,Premium
10210,S001696,2024-06,699,Premium
10211,S001696,2024-07,699,Premium
10212,S001697,2024-10,699,Premium
10213,S001697,2024-11,699,Premium
10214,S001697,2024-12,699,Premium
10215,S001698,2024-12,399,Standard
10216,S001699,2024-06,399,Standard
10217,S001699,2024-07,399,Standard
10218,S001699,2024-08,399,Standard
10219,S001699,2024-09,399,Standard
10220,S001699,2024-10,399,Standard
10221,S001699,2024-11,399,Standard
10222,S001699,2024-12,399,Standard
10223,S001700,2024-05,399,Standard
10224,S001700,2024-06,399,Standard
10225,S001700,2024-07,399,Standard
10226,S001700,2024-08,399,Standard
10227,S001700,2024-09,399,Standard
10228,S001700,2024-10,399,Standard
10229,S001700,2024-11,399,Standard
10230,S001700,2024-12,399,Standard
10231,S001701,2024-01,699,Premium
10232,S001701,2024-02,699,Premium
10233,S001701,2024-03,699,Premium
10234,S001701,2024-04,699,Premium
10235,S001701,2024-05,699,Premium
10236,S001701,2024-06,699,Premium
10237,S001701,2024-07,699,Premium
10238,S001701,2024-08,699,Premium
10239,S001701,2024-09,699,Premium
10240,S001701,2024-10,699,Premium
10241,S001701,2024-11,699,Premium
10242,S001701,2024-12,699,Premium
10243,S001702,2024-10,199,Basic
10244,S001702,2024-11,199,Basic
10245,S001702,2024-12,199,Basic
10246,S001703,2024-05,699,Premium
10247,S001703,2024-06,699,Premium
10248,S001703,2024-07,699,Premium
10249,S001703,2024-08,699,Premium
10250,S001703,2024-09,699,Premium
10251,S001703,2024-10,699,Premium
10252,S001703,2024-11,699,Premium
10253,S001703,2024-12,699,Premium
10254,S001704,2024-02,399,Standard
10255,S001704,2024-03,399,Standard
10256,S001704,2024-04,399,Standard
10257,S001704,2024-05,399,Standard
10258,S001705,2024-10,399,Standard
10259,S001705,2024-11,399,Standard
10260,S001705,2024-12,399,Standard
10261,S001706,2024-02,199,Basic
10262,S001706,2024-03,199,Basic
10263,S001706,2024-04,199,Basic
10264,S001706,2024-05,199,Basic
10265,S001706,2024-06,199,Basic
10266,S001706,2024-07,199,Basic
10267,S001706,2024-08,199,Basic
10268,S001706,2024-09,199,Basic
10269,S001706,2024-10,199,Basic
10270,S001706,2024-11,199,Basic
10271,S001706,2024-12,199,Basic
10272,S001707,2024-05,399,Standard
10273,S001707,2024-06,399,Standard
10274,S001707,2024-07,399,Standard
10275,S001707,2024-08,399,Standard
10276,S001707,2024-09,399,Standard
10277,S001707,2024-10,399,Standard
10278,S001707,2024-11,399,Standard
10279,S001707,2024-12,399,Standard
10280,S001708,2024-12,399,Standard
10281,S001709,2024-08,399,Standard
10282,S001709,2024-09,399,Standard
10283,S001709,2024-10,399,Standard
10284,S001709,2024-11,399,Standard
10285,S001709,2024-12,399,Standard
10286,S001710,2024-08,399,Standard
10287,S001710,2024-09,399,Standard
10288,S001710,2024-10,399,Standard
10289,S001710,2024-11,399,Standard
10290,S001710,2024-12,399,Standard
10291,S001711,2024-01,399,Standard
10292,S001711,2024-02,399,Standard
10293,S001711,2024-03,399,Standard
10294,S001711,2024-04,399,Standard
10295,S001711,2024-05,399,Standard
10296,S001711,2024-06,399,Standard
10297,S001711,2024-07,399,Standard
10298,S001711,2024-08,399,Standard
10299,S001711,2024-09,399,Standard
10300,S001711,2024-10,399,Standard
10301,S001711,2024-11,399,Standard
10302,S001711,2024-12,399,Standard
10303,S001712,2024-12,199,Basic
10304,S001713,2024-02,199,Basic
10305,S001713,2024-03,199,Basic
10306,S001713,2024-04,199,Basic
10307,S001713,2024-05,199,Basic
10308,S001713,2024-06,199,Basic
10309,S001713,2024-07,199,Basic
10310,S001713,2024-08,199,Basic
10311,S001713,2024-09,199,Basic
10312,S001713,2024-10,199,Basic
10313,S001713,2024-11,199,Basic
10314,S001713,2024-12,199,Basic
10315,S001714,2024-06,699,Premium
10316,S001714,2024-07,699,Premium
10317,S001714,2024-08,699,Premium
10318,S001714,2024-09,699,Premium
10319,S001714,2024-10,699,Premium
10320,S001714,2024-11,699,Premium
10321,S001714,2024-12,699,Premium
10322,S001715,2024-04,199,Basic
10323,S001715,2024-05,199,Basic
10324,S001715,2024-06,199,Basic
10325,S001715,2024-07,199,Basic
10326,S001715,2024-08,199,Basic
10327,S001715,2024-09,199,Basic
10328,S001715,2024-10,199,Basic
10329,S001715,2024-11,199,Basic
10330,S001715,2024-12,199,Basic
10331,S001716,2024-12,199,Basic
10332,S001717,2024-06,399,Standard
10333,S001717,2024-07,399,Standard
10334,S001717,2024-08,399,Standard
10335,S001717,2024-09,399,Standard
10336,S001717,2024-10,399,Standard
10337,S001717,2024-11,399,Standard
10338,S001717,2024-12,399,Standard
10339,S001718,2024-10,399,Standard
10340,S001718,2024-11,399,Standard
10341,S001718,2024-12,399,Standard
10342,S001719,2024-01,399,Standard
10343,S001719,2024-02,399,Standard
10344,S001719,2024-03,399,Standard
10345,S001719,2024-04,399,Standard
10346,S001719,2024-05,399,Standard
10347,S001719,2024-06,399,Standard
10348,S001719,2024-07,399,Standard
10349,S001719,2024-08,399,Standard
10350,S001719,2024-09,399,Standard
10351,S001719,2024-10,399,Standard
10352,S001719,2024-11,399,Standard
10353,S001719,2024-12,399,Standard
10354,S001720,2024-10,199,Basic
10355,S001720,2024-11,199,Basic
10356,S001720,2024-12,199,Basic
10357,S001721,2024-11,199,Basic
10358,S001721,2024-12,199,Basic
10359,S001722,2024-03,199,Basic
10360,S001722,2024-04,199,Basic
10361,S001722,2024-05,199,Basic
10362,S001722,2024-06,199,Basic
10363,S001722,2024-07,199,Basic
10364,S001722,2024-08,199,Basic
10365,S001722,2024-09,199,Basic
10366,S001722,2024-10,199,Basic
10367,S001722,2024-11,199,Basic
10368,S001722,2024-12,199,Basic
10369,S001723,2024-02,399,Standard
10370,S001723,2024-03,399,Standard
10371,S001723,2024-04,399,Standard
10372,S001723,2024-05,399,Standard
10373,S001723,2024-06,399,Standard
10374,S001723,2024-07,399,Standard
10375,S001723,2024-08,399,Standard
10376,S001723,2024-09,399,Standard
10377,S001723,2024-10,399,Standard
10378,S001723,2024-11,399,Standard
10379,S001723,2024-12,399,Standard
10380,S001724,2024-06,699,Premium
10381,S001724,2024-07,699,Premium
10382,S001724,2024-08,699,Premium
10383,S001724,2024-09,699,Premium
10384,S001724,2024-10,699,Premium
10385,S001724,2024-11,699,Premium
10386,S001724,2024-12,699,Premium
10387,S001725,2024-12,199,Basic
10388,S001726,2024-07,199,Basic
10389,S001726,2024-08,199,Basic
10390,S001726,2024-09,199,Basic
10391,S001726,2024-10,199,Basic
10392,S001726,2024-11,199,Basic
10393,S001726,2024-12,199,Basic
10394,S001727,2024-06,399,Standard
10395,S001727,2024-07,399,Standard
10396,S001727,2024-08,399,Standard
10397,S001727,2024-09,399,Standard
10398,S001727,2024-10,399,Standard
10399,S001727,2024-11,399,Standard
10400,S001727,2024-12,399,Standard
10401,S001728,2024-08,399,Standard
10402,S001728,2024-09,399,Standard
10403,S001728,2024-10,399,Standard
10404,S001728,2024-11,399,Standard
10405,S001728,2024-12,399,Standard
10406,S001729,2024-08,199,Basic
10407,S001729,2024-09,199,Basic
10408,S001729,2024-10,199,Basic
10409,S001730,2024-10,199,Basic
10410,S001730,2024-11,199,Basic
10411,S001730,2024-12,199,Basic
10412,S001731,2024-07,699,Premium
10413,S001731,2024-08,699,Premium
10414,S001731,2024-09,699,Premium
10415,S001731,2024-10,699,Premium
10416,S001731,2024-11,699,Premium
10417,S001731,2024-12,699,Premium
10418,S001732,2024-07,199,Basic
10419,S001732,2024-08,199,Basic
10420,S001732,2024-09,199,Basic
10421,S001732,2024-10,199,Basic
10422,S001732,2024-11,199,Basic
10423,S001732,2024-12,199,Basic
10424,S001733,2024-09,199,Basic
10425,S001733,2024-10,199,Basic
10426,S001733,2024-11,199,Basic
10427,S001733,2024-12,199,Basic
10428,S001734,2024-01,199,Basic
10429,S001734,2024-02,199,Basic
10430,S001734,2024-03,199,Basic
10431,S001734,2024-04,199,Basic
10432,S001734,2024-05,199,Basic
10433,S001734,2024-06,199,Basic
10434,S001735,2024-03,399,Standard
10435,S001735,2024-04,399,Standard
10436,S001735,2024-05,399,Standard
10437,S001735,2024-06,399,Standard
10438,S001735,2024-07,399,Standard
10439,S001735,2024-08,399,Standard
10440,S001735,2024-09,399,Standard
10441,S001735,2024-10,399,Standard
10442,S001735,2024-11,399,Standard
10443,S001735,2024-12,399,Standard
10444,S001736,2024-07,699,Premium
10445,S001736,2024-08,699,Premium
10446,S001736,2024-09,699,Premium
10447,S001736,2024-10,699,Premium
10448,S001736,2024-11,699,Premium
10449,S001736,2024-12,699,Premium
10450,S001737,2024-03,199,Basic
10451,S001737,2024-04,199,Basic
10452,S001737,2024-05,199,Basic
10453,S001737,2024-06,199,Basic
10454,S001737,2024-07,199,Basic
10455,S001737,2024-08,199,Basic
10456,S001737,2024-09,199,Basic
10457,S001737,2024-10,199,Basic
10458,S001737,2024-11,199,Basic
10459,S001737,2024-12,199,Basic
10460,S001738,2024-07,199,Basic
10461,S001738,2024-08,199,Basic
10462,S001738,2024-09,199,Basic
10463,S001738,2024-10,199,Basic
10464,S001738,2024-11,199,Basic
10465,S001738,2024-12,199,Basic
10466,S001739,2024-03,699,Premium
10467,S001739,2024-04,699,Premium
10468,S001739,2024-05,699,Premium
10469,S001739,2024-06,699,Premium
10470,S001739,2024-07,699,Premium
10471,S001739,2024-08,699,Premium
10472,S001739,2024-09,699,Premium
10473,S001739,2024-10,699,Premium
10474,S001739,2024-11,699,Premium
10475,S001739,2024-12,699,Premium
10476,S001740,2024-03,399,Standard
10477,S001740,2024-04,399,Standard
10478,S001740,2024-05,399,Standard
10479,S001740,2024-06,399,Standard
10480,S001740,2024-07,399,Standard
10481,S001740,2024-08,399,Standard
10482,S001740,2024-09,399,Standard
10483,S001740,2024-10,399,Standard
10484,S001740,2024-11,399,Standard
10485,S001740,2024-12,399,Standard
10486,S001741,2024-07,199,Basic
10487,S001741,2024-08,199,Basic
10488,S001741,2024-09,199,Basic
10489,S001741,2024-10,199,Basic
10490,S001741,2024-11,199,Basic
10491,S001741,2024-12,199,Basic
10492,S001742,2024-03,399,Standard
10493,S001742,2024-04,399,Standard
10494,S001742,2024-05,399,Standard
10495,S001742,2024-06,399,Standard
10496,S001742,2024-07,399,Standard
10497,S001742,2024-08,399,Standard
10498,S001742,2024-09,399,Standard
10499,S001742,2024-10,399,Standard
10500,S001742,2024-11,399,Standard
10501,S001742,2024-12,399,Standard
10502,S001743,2024-12,199,Basic
10503,S001744,2024-11,199,Basic
10504,S001744,2024-12,199,Basic
10505,S001745,2024-03,399,Standard
10506,S001745,2024-04,399,Standard
10507,S001746,2024-06,699,Premium
10508,S001746,2024-07,699,Premium
10509,S001746,2024-08,699,Premium
10510,S001746,2024-09,699,Premium
10511,S001746,2024-10,699,Premium
10512,S001746,2024-11,699,Premium
10513,S001746,2024-12,699,Premium
10514,S001747,2024-10,199,Basic
10515,S001747,2024-11,199,Basic
10516,S001747,2024-12,199,Basic
10517,S001748,2024-08,199,Basic
10518,S001748,2024-09,199,Basic
10519,S001748,2024-10,199,Basic
10520,S001748,2024-11,199,Basic
10521,S001748,2024-12,199,Basic
10522,S001749,2024-09,399,Standard
10523,S001749,2024-10,399,Standard
10524,S001749,2024-11,399,Standard
10525,S001749,2024-12,399,Standard
10526,S001750,2024-11,199,Basic
10527,S001750,2024-12,199,Basic
10528,S001751,2024-08,399,Standard
10529,S001751,2024-09,399,Standard
10530,S001751,2024-10,399,Standard
10531,S001751,2024-11,399,Standard
10532,S001751,2024-12,399,Standard
10533,S001752,2024-05,399,Standard
10534,S001752,2024-06,399,Standard
10535,S001752,2024-07,399,Standard
10536,S001752,2024-08,399,Standard
10537,S001752,2024-09,399,Standard
10538,S001752,2024-10,399,Standard
10539,S001752,2024-11,399,Standard
10540,S001752,2024-12,399,Standard
10541,S001753,2024-10,199,Basic
10542,S001753,2024-11,199,Basic
10543,S001753,2024-12,199,Basic
10544,S001754,2024-04,199,Basic
10545,S001754,2024-05,199,Basic
10546,S001754,2024-06,199,Basic
10547,S001754,2024-07,199,Basic
10548,S001754,2024-08,199,Basic
10549,S001754,2024-09,199,Basic
10550,S001754,2024-10,199,Basic
10551,S001754,2024-11,199,Basic
10552,S001754,2024-12,199,Basic
10553,S001755,2024-05,699,Premium
10554,S001755,2024-06,699,Premium
10555,S001755,2024-07,699,Premium
10556,S001755,2024-08,699,Premium
10557,S001755,2024-09,699,Premium
10558,S001755,2024-10,699,Premium
10559,S001755,2024-11,699,Premium
10560,S001755,2024-12,699,Premium
10561,S001756,2024-05,399,Standard
10562,S001756,2024-06,399,Standard
10563,S001756,2024-07,399,Standard
10564,S001756,2024-08,399,Standard
10565,S001756,2024-09,399,Standard
10566,S001756,2024-10,399,Standard
10567,S001756,2024-11,399,Standard
10568,S001756,2024-12,399,Standard
10569,S001757,2024-10,399,Standard
10570,S001757,2024-11,399,Standard
10571,S001757,2024-12,399,Standard
10572,S001758,2024-07,699,Premium
10573,S001758,2024-08,699,Premium
10574,S001758,2024-09,699,Premium
10575,S001758,2024-10,699,Premium
10576,S001758,2024-11,699,Premium
10577,S001758,2024-12,699,Premium
10578,S001759,2024-03,699,Premium
10579,S001759,2024-04,699,Premium
10580,S001759,2024-05,699,Premium
10581,S001759,2024-06,699,Premium
10582,S001759,2024-07,699,Premium
10583,S001759,2024-08,699,Premium
10584,S001759,2024-09,699,Premium
10585,S001759,2024-10,699,Premium
10586,S001759,2024-11,699,Premium
10587,S001759,2024-12,699,Premium
10588,S001760,2024-01,699,Premium
10589,S001760,2024-02,699,Premium
10590,S001760,2024-03,699,Premium
10591,S001760,2024-04,699,Premium
10592,S001761,2024-08,699,Premium
10593,S001761,2024-09,699,Premium
10594,S001761,2024-10,699,Premium
10595,S001761,2024-11,699,Premium
10596,S001761,2024-12,699,Premium
10597,S001762,2024-11,399,Standard
10598,S001762,2024-12,399,Standard
10599,S001763,2024-04,199,Basic
10600,S001763,2024-05,199,Basic
10601,S001763,2024-06,199,Basic
10602,S001763,2024-07,199,Basic
10603,S001763,2024-08,199,Basic
10604,S001763,2024-09,199,Basic
10605,S001764,2024-12,399,Standard
10606,S001765,2024-04,199,Basic
10607,S001765,2024-05,199,Basic
10608,S001765,2024-06,199,Basic
10609,S001765,2024-07,199,Basic
10610,S001765,2024-08,199,Basic
10611,S001765,2024-09,199,Basic
10612,S001765,2024-10,199,Basic
10613,S001766,2024-02,399,Standard
10614,S001766,2024-03,399,Standard
10615,S001766,2024-04,399,Standard
10616,S001766,2024-05,399,Standard
10617,S001766,2024-06,399,Standard
10618,S001766,2024-07,399,Standard
10619,S001766,2024-08,399,Standard
10620,S001766,2024-09,399,Standard
10621,S001766,2024-10,399,Standard
10622,S001766,2024-11,399,Standard
10623,S001766,2024-12,399,Standard
10624,S001767,2024-08,399,Standard
10625,S001767,2024-09,399,Standard
10626,S001767,2024-10,399,Standard
10627,S001767,2024-11,399,Standard
10628,S001767,2024-12,399,Standard
10629,S001768,2024-11,399,Standard
10630,S001768,2024-12,399,Standard
10631,S001769,2024-02,399,Standard
10632,S001769,2024-03,399,Standard
10633,S001769,2024-04,399,Standard
10634,S001769,2024-05,399,Standard
10635,S001769,2024-06,399,Standard
10636,S001769,2024-07,399,Standard
10637,S001769,2024-08,399,Standard
10638,S001769,2024-09,399,Standard
10639,S001769,2024-10,399,Standard
10640,S001769,2024-11,399,Standard
10641,S001769,2024-12,399,Standard
10642,S001770,2024-04,199,Basic
10643,S001770,2024-05,199,Basic
10644,S001770,2024-06,199,Basic
10645,S001770,2024-07,199,Basic
10646,S001770,2024-08,199,Basic
10647,S001770,2024-09,199,Basic
10648,S001770,2024-10,199,Basic
10649,S001770,2024-11,199,Basic
10650,S001770,2024-12,199,Basic
10651,S001771,2024-09,199,Basic
10652,S001771,2024-10,199,Basic
10653,S001771,2024-11,199,Basic
10654,S001771,2024-12,199,Basic
10655,S001772,2024-12,199,Basic
10656,S001773,2024-07,199,Basic
10657,S001773,2024-08,199,Basic
10658,S001773,2024-09,199,Basic
10659,S001773,2024-10,199,Basic
10660,S001773,2024-11,199,Basic
10661,S001773,2024-12,199,Basic
10662,S001774,2024-08,399,Standard
10663,S001774,2024-09,399,Standard
10664,S001774,2024-10,399,Standard
10665,S001774,2024-11,399,Standard
10666,S001774,2024-12,399,Standard
10667,S001775,2024-02,199,Basic
10668,S001775,2024-03,199,Basic
10669,S001775,2024-04,199,Basic
10670,S001775,2024-05,199,Basic
10671,S001775,2024-06,199,Basic
10672,S001775,2024-07,199,Basic
10673,S001775,2024-08,199,Basic
10674,S001775,2024-09,199,Basic
10675,S001775,2024-10,199,Basic
10676,S001775,2024-11,199,Basic
10677,S001775,2024-12,199,Basic
10678,S001776,2024-05,199,Basic
10679,S001776,2024-06,199,Basic
10680,S001776,2024-07,199,Basic
10681,S001776,2024-08,199,Basic
10682,S001776,2024-09,199,Basic
10683,S001776,2024-10,199,Basic
10684,S001776,2024-11,199,Basic
10685,S001776,2024-12,199,Basic
10686,S001777,2024-08,199,Basic
10687,S001777,2024-09,199,Basic
10688,S001777,2024-10,199,Basic
10689,S001777,2024-11,199,Basic
10690,S001777,2024-12,199,Basic
10691,S001778,2024-10,199,Basic
10692,S001778,2024-11,199,Basic
10693,S001778,2024-12,199,Basic
10694,S001779,2024-05,199,Basic
10695,S001779,2024-06,199,Basic
10696,S001779,2024-07,199,Basic
10697,S001779,2024-08,199,Basic
10698,S001779,2024-09,199,Basic
10699,S001779,2024-10,199,Basic
10700,S001779,2024-11,199,Basic
10701,S001779,2024-12,199,Basic
10702,S001780,2024-10,399,Standard
10703,S001780,2024-11,399,Standard
10704,S001780,2024-12,399,Standard
10705,S001781,2024-12,199,Basic
10706,S001782,2024-06,199,Basic
10707,S001782,2024-07,199,Basic
10708,S001782,2024-08,199,Basic
10709,S001782,2024-09,199,Basic
10710,S001782,2024-10,199,Basic
10711,S001782,2024-11,199,Basic
10712,S001782,2024-12,199,Basic
10713,S001783,2024-10,399,Standard
10714,S001783,2024-11,399,Standard
10715,S001783,2024-12,399,Standard
10716,S001784,2024-04,699,Premium
10717,S001784,2024-05,699,Premium
10718,S001784,2024-06,699,Premium
10719,S001784,2024-07,699,Premium
10720,S001785,2024-01,199,Basic
10721,S001785,2024-02,199,Basic
10722,S001785,2024-03,199,Basic
10723,S001785,2024-04,199,Basic
10724,S001785,2024-05,199,Basic
10725,S001785,2024-06,199,Basic
10726,S001785,2024-07,199,Basic
10727,S001785,2024-08,199,Basic
10728,S001785,2024-09,199,Basic
10729,S001785,2024-10,199,Basic
10730,S001785,2024-11,199,Basic
10731,S001785,2024-12,199,Basic
10732,S001786,2024-09,199,Basic
10733,S001786,2024-10,199,Basic
10734,S001786,2024-11,199,Basic
10735,S001786,2024-12,199,Basic
10736,S001787,2024-10,199,Basic
10737,S001787,2024-11,199,Basic
10738,S001787,2024-12,199,Basic
10739,S001788,2024-04,199,Basic
10740,S001788,2024-05,199,Basic
10741,S001788,2024-06,199,Basic
10742,S001788,2024-07,199,Basic
10743,S001788,2024-08,199,Basic
10744,S001788,2024-09,199,Basic
10745,S001788,2024-10,199,Basic
10746,S001788,2024-11,199,Basic
10747,S001788,2024-12,199,Basic
10748,S001789,2024-08,399,Standard
10749,S001789,2024-09,399,Standard
10750,S001789,2024-10,399,Standard
10751,S001789,2024-11,399,Standard
10752,S001789,2024-12,399,Standard
10753,S001790,2024-12,699,Premium
10754,S001791,2024-08,199,Basic
10755,S001791,2024-09,199,Basic
10756,S001791,2024-10,199,Basic
10757,S001791,2024-11,199,Basic
10758,S001791,2024-12,199,Basic
10759,S001792,2024-08,699,Premium
10760,S001792,2024-09,699,Premium
10761,S001792,2024-10,699,Premium
10762,S001792,2024-11,699,Premium
10763,S001792,2024-12,699,Premium
10764,S001793,2024-08,199,Basic
10765,S001793,2024-09,199,Basic
10766,S001793,2024-10,199,Basic
10767,S001793,2024-11,199,Basic
10768,S001793,2024-12,199,Basic
10769,S001794,2024-08,199,Basic
10770,S001794,2024-09,199,Basic
10771,S001794,2024-10,199,Basic
10772,S001794,2024-11,199,Basic
10773,S001794,2024-12,199,Basic
10774,S001795,2024-02,399,Standard
10775,S001795,2024-03,399,Standard
10776,S001795,2024-04,399,Standard
10777,S001795,2024-05,399,Standard
10778,S001795,2024-06,399,Standard
10779,S001795,2024-07,399,Standard
10780,S001795,2024-08,399,Standard
10781,S001795,2024-09,399,Standard
10782,S001795,2024-10,399,Standard
10783,S001795,2024-11,399,Standard
10784,S001795,2024-12,399,Standard
10785,S001796,2024-11,199,Basic
10786,S001796,2024-12,199,Basic
10787,S001797,2024-01,199,Basic
10788,S001797,2024-02,199,Basic
10789,S001797,2024-03,199,Basic
10790,S001797,2024-04,199,Basic
10791,S001797,2024-05,199,Basic
10792,S001797,2024-06,199,Basic
10793,S001797,2024-07,199,Basic
10794,S001797,2024-08,199,Basic
10795,S001797,2024-09,199,Basic
10796,S001797,2024-10,199,Basic
10797,S001797,2024-11,199,Basic
10798,S001797,2024-12,199,Basic
10799,S001798,2024-08,199,Basic
10800,S001798,2024-09,199,Basic
10801,S001798,2024-10,199,Basic
10802,S001798,2024-11,199,Basic
10803,S001798,2024-12,199,Basic
10804,S001799,2024-07,699,Premium
10805,S001799,2024-08,699,Premium
10806,S001799,2024-09,699,Premium
10807,S001799,2024-10,699,Premium
10808,S001799,2024-11,699,Premium
10809,S001799,2024-12,699,Premium
10810,S001800,2024-05,199,Basic
10811,S001800,2024-06,199,Basic
10812,S001801,2024-01,199,Basic
10813,S001801,2024-02,199,Basic
10814,S001801,2024-03,199,Basic
10815,S001801,2024-04,199,Basic
10816,S001801,2024-05,199,Basic
10817,S001801,2024-06,199,Basic
10818,S001801,2024-07,199,Basic
10819,S001801,2024-08,199,Basic
10820,S001801,2024-09,199,Basic
10821,S001801,2024-10,199,Basic
10822,S001801,2024-11,199,Basic
10823,S001801,2024-12,199,Basic
10824,S001802,2024-04,399,Standard
10825,S001802,2024-05,399,Standard
10826,S001802,2024-06,399,Standard
10827,S001802,2024-07,399,Standard
10828,S001802,2024-08,399,Standard
10829,S001802,2024-09,399,Standard
10830,S001802,2024-10,399,Standard
10831,S001802,2024-11,399,Standard
10832,S001802,2024-12,399,Standard
10833,S001803,2024-04,199,Basic
10834,S001803,2024-05,199,Basic
10835,S001803,2024-06,199,Basic
10836,S001803,2024-07,199,Basic
10837,S001803,2024-08,199,Basic
10838,S001803,2024-09,199,Basic
10839,S001803,2024-10,199,Basic
10840,S001803,2024-11,199,Basic
10841,S001803,2024-12,199,Basic
10842,S001804,2024-04,399,Standard
10843,S001804,2024-05,399,Standard
10844,S001804,2024-06,399,Standard
10845,S001804,2024-07,399,Standard
10846,S001804,2024-08,399,Standard
10847,S001804,2024-09,399,Standard
10848,S001804,2024-10,399,Standard
10849,S001804,2024-11,399,Standard
10850,S001804,2024-12,399,Standard
10851,S001805,2024-11,199,Basic
10852,S001805,2024-12,199,Basic
10853,S001806,2024-05,199,Basic
10854,S001806,2024-06,199,Basic
10855,S001806,2024-07,199,Basic
10856,S001806,2024-08,199,Basic
10857,S001807,2024-08,699,Premium
10858,S001807,2024-09,699,Premium
10859,S001807,2024-10,699,Premium
10860,S001807,2024-11,699,Premium
10861,S001807,2024-12,699,Premium
10862,S001808,2024-06,399,Standard
10863,S001808,2024-07,399,Standard
10864,S001808,2024-08,399,Standard
10865,S001808,2024-09,399,Standard
10866,S001808,2024-10,399,Standard
10867,S001808,2024-11,399,Standard
10868,S001808,2024-12,399,Standard
10869,S001809,2024-12,399,Standard
10870,S001810,2024-09,699,Premium
10871,S001810,2024-10,699,Premium
10872,S001810,2024-11,699,Premium
10873,S001810,2024-12,699,Premium
10874,S001811,2024-03,199,Basic
10875,S001811,2024-04,199,Basic
10876,S001811,2024-05,199,Basic
10877,S001811,2024-06,199,Basic
10878,S001811,2024-07,199,Basic
10879,S001812,2024-01,699,Premium
10880,S001812,2024-02,699,Premium
10881,S001812,2024-03,699,Premium
10882,S001812,2024-04,699,Premium
10883,S001812,2024-05,699,Premium
10884,S001812,2024-06,699,Premium
10885,S001812,2024-07,699,Premium
10886,S001812,2024-08,699,Premium
10887,S001812,2024-09,699,Premium
10888,S001812,2024-10,699,Premium
10889,S001812,2024-11,699,Premium
10890,S001812,2024-12,699,Premium
10891,S001813,2024-05,399,Standard
10892,S001813,2024-06,399,Standard
10893,S001813,2024-07,399,Standard
10894,S001813,2024-08,399,Standard
10895,S001813,2024-09,399,Standard
10896,S001814,2024-10,399,Standard
10897,S001814,2024-11,399,Standard
10898,S001814,2024-12,399,Standard
10899,S001815,2024-02,399,Standard
10900,S001815,2024-03,399,Standard
10901,S001815,2024-04,399,Standard
10902,S001815,2024-05,399,Standard
10903,S001815,2024-06,399,Standard
10904,S001815,2024-07,399,Standard
10905,S001815,2024-08,399,Standard
10906,S001815,2024-09,399,Standard
10907,S001815,2024-10,399,Standard
10908,S001815,2024-11,399,Standard
10909,S001815,2024-12,399,Standard
10910,S001816,2024-07,399,Standard
10911,S001816,2024-08,399,Standard
10912,S001816,2024-09,399,Standard
10913,S001816,2024-10,399,Standard
10914,S001817,2024-03,199,Basic
10915,S001817,2024-04,199,Basic
10916,S001817,2024-05,199,Basic
10917,S001817,2024-06,199,Basic
10918,S001817,2024-07,199,Basic
10919,S001817,2024-08,199,Basic
10920,S001817,2024-09,199,Basic
10921,S001817,2024-10,199,Basic
10922,S001817,2024-11,199,Basic
10923,S001817,2024-12,199,Basic
10924,S001818,2024-08,399,Standard
10925,S001818,2024-09,399,Standard
10926,S001818,2024-10,399,Standard
10927,S001818,2024-11,399,Standard
10928,S001818,2024-12,399,Standard
10929,S001819,2024-05,399,Standard
10930,S001819,2024-06,399,Standard
10931,S001819,2024-07,399,Standard
10932,S001819,2024-08,399,Standard
10933,S001819,2024-09,399,Standard
10934,S001819,2024-10,399,Standard
10935,S001819,2024-11,399,Standard
10936,S001819,2024-12,399,Standard
10937,S001820,2024-04,199,Basic
10938,S001820,2024-05,199,Basic
10939,S001820,2024-06,199,Basic
10940,S001820,2024-07,199,Basic
10941,S001820,2024-08,199,Basic
10942,S001820,2024-09,199,Basic
10943,S001820,2024-10,199,Basic
10944,S001820,2024-11,199,Basic
10945,S001820,2024-12,199,Basic
10946,S001821,2024-02,699,Premium
10947,S001821,2024-03,699,Premium
10948,S001821,2024-04,699,Premium
10949,S001821,2024-05,699,Premium
10950,S001821,2024-06,699,Premium
10951,S001821,2024-07,699,Premium
10952,S001821,2024-08,699,Premium
10953,S001821,2024-09,699,Premium
