subscriber_id,region,device_type,plan_type,join_date,churn_date,monthly_revenue
S002259,East India,Smart TV,Basic,2024-09-05,,199
S002260,West India,Tablet,Basic,2024-02-19,,199
S002261,Maharashtra,Mobile,Basic,2024-11-29,,199
S002262,Maharashtra,Smart TV,Premium,2024-06-20,2024-10-21,699
S002263,Maharashtra,Mobile,Basic,2024-07-14,,199
S002264,Maharashtra,Laptop,Basic,2024-11-28,,199
S002265,Karnataka,Tablet,Standard,2024-11-30,2025-05-11,399
S002266,Maharashtra,Smart TV,Basic,2024-12-15,,199
S002267,West India,Mobile,Standard,2024-08-10,,399
S002268,South India,Smart TV,Basic,2024-07-07,,199
S002269,East India,Laptop,Standard,2024-01-11,,399
S002270,West India,Laptop,Basic,2024-11-16,,199
S002271,Karnataka,Mobile,Premium,2024-06-30,2024-12-19,699
S002272,East India,Smart TV,Premium,2024-08-28,,699
S002273,South India,Mobile,Basic,2024-11-26,2025-01-13,199
S002274,West India,Tablet,Premium,2024-05-16,,699
S002275,East India,Tablet,Basic,2024-07-15,,199
S002276,Maharashtra,Mobile,Standard,2024-03-12,,399
S002277,Karnataka,Smart TV,Standard,2024-03-22,2024-08-10,399
S002278,East India,Smart TV,Standard,2024-11-11,,399
S002279,East India,Smart TV,Basic,2024-12-21,2025-01-28,199
S002280,East India,Mobile,Premium,2024-05-21,,699
S002281,West India,Tablet,Basic,2024-01-08,,199
S002282,Maharashtra,Mobile,Standard,2024-09-02,,399
S002283,East India,Smart TV,Standard,2024-09-21,,399
S002284,Maharashtra,Smart TV,Basic,2024-03-13,,199
S002285,Maharashtra,Mobile,Standard,2024-03-12,,399
S002286,North India,Laptop,Basic,2024-10-19,,199
S002287,South India,Laptop,Basic,2024-06-17,,199
S002288,Maharashtra,Mobile,Standard,2024-11-12,2025-02-26,399
S002289,West India,Mobile,Basic,2024-11-15,,199
S002290,South India,Mobile,Basic,2024-06-09,,199
S002291,West India,Smart TV,Standard,2024-08-10,,399
S002292,East India,Smart TV,Standard,2024-06-15,,399
S002293,Maharashtra,Mobile,Basic,2024-07-07,,199
S002294,Karnataka,Smart TV,Basic,2024-06-29,,199
S002295,Karnataka,Mobile,Premium,2024-05-09,,699
S002296,Maharashtra,Mobile,Premium,2024-09-01,,699
S002297,West India,Laptop,Basic,2024-05-13,,199
S002298,West India,Laptop,Standard,2024-06-03,,399
S002299,North India,Laptop,Basic,2024-08-17,,199
S002300,South India,Mobile,Standard,2024-10-27,,399
S002301,North India,Laptop,Standard,2024-01-16,,399
S002302,East India,Smart TV,Basic,2024-02-12,,199
S002303,South India,Smart TV,Basic,2024-03-10,,199
S002304,Maharashtra,Laptop,Basic,2024-09-02,2024-11-21,199
S002305,Maharashtra,Mobile,Standard,2024-12-11,,399
S002306,East India,Laptop,Premium,2024-08-27,2024-10-26,699
S002307,South India,Mobile,Basic,2024-05-24,,199
S002308,West India,Smart TV,Basic,2024-04-14,,199
S002309,East India,Mobile,Standard,2024-03-25,,399
S002310,North India,Smart TV,Basic,2024-10-15,,199
S002311,West India,Smart TV,Standard,2024-06-22,,399
S002312,East India,Mobile,Basic,2024-04-20,,199
S002313,Karnataka,Tablet,Standard,2024-05-24,,399
S002314,West India,Smart TV,Basic,2024-12-25,,199
S002315,West India,Smart TV,Basic,2024-11-04,,199
S002316,South India,Laptop,Standard,2024-05-08,,399
S002317,Karnataka,Mobile,Standard,2024-01-03,,399
S002318,Karnataka,Laptop,Basic,2024-09-02,,199
S002319,West India,Mobile,Basic,2024-08-05,2025-01-30,199
S002320,East India,Laptop,Basic,2024-09-13,,199
S002321,Karnataka,Desktop,Basic,2024-11-01,,199
S002322,North India,Mobile,Basic,2024-04-27,,199
S002323,West India,Smart TV,Standard,2024-06-19,,399
S002324,Maharashtra,Laptop,Standard,2024-01-17,,399
S002325,Karnataka,Mobile,Basic,2024-09-07,,199
S002326,South India,Mobile,Basic,2024-04-26,,199
S002327,Maharashtra,Desktop,Basic,2024-07-07,2024-09-10,199
S002328,Karnataka,Smart TV,Basic,2024-01-06,,199
S002329,North India,Desktop,Basic,2024-04-19,,199
S002330,West India,Mobile,Basic,2024-08-01,2024-11-08,199
S002331,West India,Smart TV,Basic,2024-04-18,2024-09-03,199
S002332,East India,Smart TV,Basic,2024-07-24,,199
S002333,North India,Desktop,Standard,2024-02-18,,399
S002334,North India,Mobile,Standard,2024-03-12,,399
S002335,North India,Laptop,Basic,2024-09-24,,199
S002336,Karnataka,Mobile,Standard,2024-04-22,,399
S002337,South India,Mobile,Premium,2024-12-12,,699
S002338,East India,Smart TV,Premium,2024-11-04,,699
S002339,Maharashtra,Smart TV,Standard,2024-10-03,,399
S002340,North India,Mobile,Standard,2024-01-27,,399
S002341,North India,Tablet,Premium,2024-10-25,,699
S002342,West India,Smart TV,Standard,2024-02-03,,399
S002343,North India,Mobile,Premium,2024-01-28,,699
S002344,Karnataka,Laptop,Basic,2024-10-13,,199
S002345,West India,Smart TV,Standard,2024-11-06,,399
S002346,West India,Mobile,Basic,2024-03-05,,199
S002347,South India,Laptop,Premium,2024-12-08,,699
S002348,North India,Smart TV,Premium,2024-01-25,,699
S002349,West India,Mobile,Standard,2024-06-28,,399
S002350,East India,Laptop,Basic,2024-07-19,,199
S002351,Maharashtra,Tablet,Basic,2024-04-16,2024-10-05,199
S002352,Karnataka,Smart TV,Basic,2024-11-29,,199
S002353,East India,Mobile,Basic,2024-05-26,2024-08-10,199
S002354,West India,Mobile,Standard,2024-06-22,,399
S002355,Maharashtra,Mobile,Standard,2024-12-07,,399
S002356,West India,Mobile,Basic,2024-08-07,,199
S002357,Maharashtra,Laptop,Standard,2024-01-15,2024-04-04,399
S002358,Karnataka,Laptop,Standard,2024-05-02,,399
S002359,South India,Mobile,Standard,2024-12-29,,399
S002360,Maharashtra,Mobile,Standard,2024-11-03,,399
S002361,South India,Mobile,Premium,2024-05-25,,699
S002362,North India,Smart TV,Basic,2024-01-03,,199
S002363,Karnataka,Mobile,Premium,2024-08-07,,699
S002364,Karnataka,Tablet,Standard,2024-09-16,,399
S002365,North India,Mobile,Basic,2024-08-02,2025-01-04,199
S002366,West India,Mobile,Basic,2024-07-12,2024-10-28,199
S002367,Karnataka,Mobile,Premium,2024-12-12,,699
S002368,South India,Tablet,Basic,2024-02-03,,199
S002369,South India,Laptop,Basic,2024-05-16,,199
S002370,Karnataka,Desktop,Premium,2024-09-06,,699
S002371,North India,Smart TV,Premium,2024-08-21,,699
S002372,West India,Desktop,Standard,2024-01-04,,399
S002373,Karnataka,Smart TV,Standard,2024-10-01,,399
S002374,East India,Smart TV,Premium,2024-01-31,,699
S002375,South India,Mobile,Standard,2024-05-18,2024-07-30,399
S002376,Maharashtra,Smart TV,Basic,2024-11-16,,199
S002377,East India,Smart TV,Basic,2024-05-16,2024-11-06,199
S002378,East India,Smart TV,Basic,2024-02-02,,199
S002379,North India,Mobile,Premium,2024-08-19,,699
S002380,Maharashtra,Tablet,Standard,2024-06-18,,399
S002381,South India,Smart TV,Basic,2024-03-07,,199
S002382,Maharashtra,Mobile,Standard,2024-02-29,2024-05-04,399
S002383,North India,Smart TV,Standard,2024-07-09,,399
S002384,Maharashtra,Mobile,Standard,2024-11-30,2025-01-26,399
S002385,West India,Mobile,Standard,2024-08-28,,399
S002386,South India,Laptop,Basic,2024-10-29,,199
S002387,East India,Tablet,Basic,2024-05-14,,199
S002388,East India,Smart TV,Premium,2024-11-29,,699
S002389,West India,Mobile,Basic,2024-11-05,,199
S002390,South India,Mobile,Premium,2024-03-31,2024-06-24,699
S002391,West India,Smart TV,Basic,2024-01-24,2024-06-10,199
S002392,Maharashtra,Smart TV,Premium,2024-07-25,,699
S002393,Maharashtra,Mobile,Basic,2024-02-04,,199
S002394,Karnataka,Smart TV,Basic,2024-12-14,,199
S002395,Karnataka,Smart TV,Standard,2024-09-25,,399
S002396,South India,Laptop,Premium,2024-04-08,,699
S002397,South India,Tablet,Premium,2024-02-16,2024-05-07,699
S002398,Karnataka,Smart TV,Basic,2024-05-19,,199
S002399,North India,Desktop,Standard,2024-06-10,,399
S002400,Maharashtra,Mobile,Premium,2024-04-16,2024-08-26,699
S002401,South India,Tablet,Basic,2024-06-03,2024-11-05,199
S002402,East India,Mobile,Standard,2024-03-27,,399
S002403,South India,Smart TV,Basic,2024-08-10,2024-11-01,199
S002404,North India,Smart TV,Standard,2024-02-21,,399
S002405,North India,Mobile,Standard,2024-01-07,,399
S002406,West India,Smart TV,Basic,2024-07-04,,199
S002407,East India,Laptop,Standard,2024-04-28,,399
S002408,Maharashtra,Smart TV,Standard,2024-06-05,,399
S002409,Karnataka,Smart TV,Standard,2024-11-20,,399
S002410,Maharashtra,Laptop,Standard,2024-06-02,,399
S002411,Karnataka,Desktop,Basic,2024-09-15,,199
S002412,West India,Laptop,Premium,2024-11-24,,699
S002413,South India,Mobile,Basic,2024-09-28,,199
S002414,West India,Smart TV,Standard,2024-07-27,2024-12-16,399
S002415,East India,Smart TV,Premium,2024-08-05,,699
S002416,West India,Laptop,Premium,2024-02-24,,699
S002417,South India,Mobile,Basic,2024-02-10,,199
S002418,Karnataka,Laptop,Basic,2024-06-28,,199
S002419,South India,Laptop,Basic,2024-06-04,,199
S002420,North India,Smart TV,Premium,2024-06-04,,699
S002421,Maharashtra,Smart TV,Standard,2024-05-30,,399
S002422,South India,Tablet,Premium,2024-01-09,,699
S002423,North India,Mobile,Basic,2024-08-15,,199
S002424,South India,Laptop,Basic,2024-02-15,,199
S002425,North India,Mobile,Standard,2024-05-04,,399
S002426,East India,Mobile,Standard,2024-11-23,,399
S002427,Karnataka,Tablet,Basic,2024-03-16,,199
S002428,East India,Mobile,Basic,2024-09-21,,199
S002429,East India,Mobile,Basic,2024-01-31,,199
S002430,Karnataka,Mobile,Standard,2024-05-19,,399
S002431,South India,Tablet,Basic,2024-10-29,,199
S002432,Maharashtra,Tablet,Premium,2024-11-01,,699
S002433,Maharashtra,Laptop,Basic,2024-04-30,,199
S002434,East India,Laptop,Premium,2024-05-15,,699
S002435,South India,Mobile,Basic,2024-02-20,2024-07-26,199
S002436,South India,Mobile,Standard,2024-11-06,,399
S002437,North India,Laptop,Standard,2024-11-07,,399
S002438,Karnataka,Tablet,Standard,2024-10-28,,399
S002439,Maharashtra,Mobile,Premium,2024-07-31,,699
S002440,North India,Smart TV,Standard,2024-11-13,2025-04-21,399
S002441,North India,Laptop,Premium,2024-06-24,,699
S002442,Karnataka,Smart TV,Premium,2024-08-15,,699
S002443,Maharashtra,Mobile,Basic,2024-11-01,,199
S002444,South India,Tablet,Standard,2024-07-11,,399
S002445,Maharashtra,Mobile,Standard,2024-10-23,,399
S002446,West India,Smart TV,Basic,2024-06-16,,199
S002447,North India,Smart TV,Basic,2024-01-19,,199
S002448,East India,Tablet,Standard,2024-06-06,,399
S002449,Maharashtra,Desktop,Standard,2024-06-07,2024-12-01,399
S002450,South India,Smart TV,Premium,2024-04-05,,699
S002451,Maharashtra,Laptop,Basic,2024-01-02,2024-06-07,199
S002452,Maharashtra,Smart TV,Standard,2024-06-24,,399
S002453,South India,Smart TV,Standard,2024-12-26,,399
S002454,East India,Laptop,Premium,2024-07-12,,699
S002455,South India,Smart TV,Basic,2024-01-18,,199
S002456,South India,Smart TV,Basic,2024-05-20,,199
S002457,Karnataka,Smart TV,Basic,2024-10-16,,199
S002458,South India,Laptop,Premium,2024-03-16,,699
S002459,West India,Smart TV,Basic,2024-01-12,,199
S002460,South India,Smart TV,Basic,2024-09-06,,199
S002461,West India,Mobile,Premium,2024-10-26,,699
S002462,Maharashtra,Smart TV,Basic,2024-04-06,2024-05-11,199
S002463,North India,Laptop,Basic,2024-05-02,,199
S002464,East India,Laptop,Premium,2024-07-22,,699
S002465,South India,Mobile,Premium,2024-09-22,,699
S002466,Maharashtra,Mobile,Standard,2024-05-17,2024-09-12,399
S002467,East India,Smart TV,Basic,2024-04-19,,199
S002468,East India,Laptop,Basic,2024-07-08,,199
S002469,Maharashtra,Laptop,Basic,2024-07-16,2024-12-28,199
S002470,West India,Mobile,Basic,2024-02-13,,199
S002471,Karnataka,Mobile,Basic,2024-11-28,,199
S002472,East India,Mobile,Basic,2024-05-27,,199
S002473,North India,Mobile,Basic,2024-08-26,,199
S002474,West India,Smart TV,Basic,2024-09-16,,199
S002475,North India,Mobile,Basic,2024-06-01,,199
S002476,South India,Tablet,Basic,2024-06-12,,199
S002477,Karnataka,Mobile,Standard,2024-10-30,,399
S002478,Karnataka,Mobile,Standard,2024-06-20,,399
S002479,Maharashtra,Laptop,Basic,2024-11-24,,199
S002480,North India,Smart TV,Standard,2024-01-07,,399
S002481,East India,Mobile,Standard,2024-01-21,,399
S002482,Maharashtra,Laptop,Standard,2024-12-25,2025-05-13,399
S002483,West India,Mobile,Premium,2024-02-29,,699
S002484,Maharashtra,Mobile,Premium,2024-03-31,,699
S002485,North India,Mobile,Standard,2024-04-07,,399
S002486,South India,Mobile,Basic,2024-08-10,,199
S002487,West India,Mobile,Premium,2024-04-09,2024-10-02,699
S002488,West India,Desktop,Premium,2024-01-25,,699
S002489,Maharashtra,Laptop,Premium,2024-03-21,,699
S002490,South India,Tablet,Basic,2024-04-30,,199
S002491,North India,Tablet,Standard,2024-12-28,,399
S002492,South India,Laptop,Basic,2024-02-25,2024-06-25,199
S002493,West India,Laptop,Premium,2024-10-09,,699
S002494,Karnataka,Smart TV,Basic,2024-07-20,2024-11-11,199
S002495,North India,Mobile,Standard,2024-11-26,,399
S002496,West India,Mobile,Basic,2024-05-27,,199
S002497,West India,Laptop,Basic,2024-10-09,,199
S002498,Karnataka,Laptop,Basic,2024-11-18,,199
S002499,South India,Desktop,Basic,2024-04-19,,199
S002500,North India,Mobile,Basic,2024-10-02,,199
S002501,Karnataka,Desktop,Basic,2024-10-20,,199
S002502,Karnataka,Laptop,Basic,2024-07-11,,199
S002503,Maharashtra,Mobile,Standard,2024-04-02,2024-06-21,399
S002504,East India,Mobile,Basic,2024-09-05,,199
S002505,Karnataka,Mobile,Basic,2024-10-13,,199
S002506,East India,Mobile,Basic,2024-05-23,,199
S002507,West India,Desktop,Basic,2024-09-09,,199
S002508,South India,Laptop,Basic,2024-02-21,2024-07-22,199
S002509,Karnataka,Smart TV,Standard,2024-11-22,,399
S002510,Karnataka,Smart TV,Basic,2024-08-27,,199
S002511,West India,Laptop,Basic,2024-12-16,,199
S002512,Maharashtra,Laptop,Standard,2024-07-20,,399
S002513,East India,Smart TV,Standard,2024-11-30,,399
S002514,East India,Smart TV,Basic,2024-01-02,,199
S002515,North India,Smart TV,Standard,2024-01-28,2024-06-14,399
S002516,East India,Tablet,Standard,2024-06-05,,399
S002517,Karnataka,Mobile,Basic,2024-06-30,,199
S002518,Maharashtra,Mobile,Standard,2024-11-24,,399
S002519,South India,Desktop,Basic,2024-09-15,,199
S002520,Karnataka,Smart TV,Standard,2024-07-04,,399
S002521,South India,Laptop,Basic,2024-11-26,,199
S002522,South India,Smart TV,Standard,2024-05-12,,399
S002523,North India,Smart TV,Premium,2024-04-20,,699
S002524,South India,Smart TV,Basic,2024-02-16,,199
S002525,Maharashtra,Mobile,Basic,2024-06-25,,199
S002526,East India,Smart TV,Premium,2024-07-15,,699
S002527,Karnataka,Desktop,Basic,2024-03-03,,199
S002528,West India,Mobile,Standard,2024-09-28,2024-12-13,399
S002529,East India,Laptop,Basic,2024-02-28,,199
S002530,Maharashtra,Mobile,Basic,2024-12-17,,199
S002531,Maharashtra,Laptop,Basic,2024-04-09,,199
S002532,Maharashtra,Smart TV,Basic,2024-04-30,,199
S002533,Maharashtra,Smart TV,Basic,2024-03-21,,199
S002534,Maharashtra,Smart TV,Basic,2024-06-06,2024-07-28,199
S002535,West India,Mobile,Standard,2024-07-17,2025-01-03,399
S002536,South India,Mobile,Basic,2024-08-17,,199
S002537,South India,Smart TV,Premium,2024-07-06,,699
S002538,South India,Desktop,Basic,2024-03-27,,199
S002539,Karnataka,Laptop,Standard,2024-01-06,,399
S002540,South India,Laptop,Basic,2024-01-13,,199
S002541,Maharashtra,Smart TV,Premium,2024-10-09,,699
S002542,East India,Mobile,Standard,2024-09-29,,399
S002543,North India,Laptop,Basic,2024-05-25,,199
S002544,South India,Laptop,Standard,2024-12-06,,399
S002545,West India,Mobile,Premium,2024-02-26,,699
S002546,South India,Tablet,Basic,2024-05-21,,199
S002547,Karnataka,Smart TV,Basic,2024-11-05,2024-12-16,199
S002548,Karnataka,Mobile,Premium,2024-02-22,,699
S002549,East India,Mobile,Premium,2024-03-07,,699
S002550,South India,Mobile,Standard,2024-07-04,,399
S002551,West India,Mobile,Premium,2024-01-09,,699
S002552,West India,Smart TV,Basic,2024-07-05,2024-11-29,199
S002553,North India,Desktop,Basic,2024-06-09,,199
S002554,North India,Laptop,Basic,2024-10-24,2024-12-19,199
S002555,North India,Smart TV,Basic,2024-01-03,2024-04-20,199
S002556,Maharashtra,Mobile,Basic,2024-03-11,2024-06-06,199
S002557,East India,Desktop,Premium,2024-11-22,,699
S002558,North India,Mobile,Basic,2024-02-10,,199
S002559,Maharashtra,Mobile,Standard,2024-10-01,,399
S002560,Maharashtra,Laptop,Premium,2024-09-03,,699
S002561,Karnataka,Smart TV,Basic,2024-05-07,,199
S002562,East India,Mobile,Standard,2024-09-02,,399
S002563,Karnataka,Smart TV,Basic,2024-01-11,,199
S002564,Maharashtra,Laptop,Basic,2024-01-06,,199
S002565,Karnataka,Laptop,Basic,2024-09-29,2025-01-14,199
S002566,West India,Smart TV,Premium,2024-12-12,,699
S002567,South India,Desktop,Standard,2024-08-02,,399
S002568,Maharashtra,Laptop,Basic,2024-08-08,,199
S002569,South India,Smart TV,Standard,2024-03-30,,399
S002570,Karnataka,Smart TV,Standard,2024-09-14,,399
S002571,East India,Smart TV,Basic,2024-09-12,,199
S002572,Maharashtra,Smart TV,Standard,2024-05-05,,399
S002573,South India,Smart TV,Basic,2024-05-18,,199
S002574,West India,Laptop,Basic,2024-10-30,,199
S002575,North India,Mobile,Standard,2024-05-01,,399
S002576,East India,Smart TV,Premium,2024-04-12,,699
S002577,Maharashtra,Mobile,Basic,2024-03-22,,199
S002578,South India,Tablet,Basic,2024-09-25,,199
S002579,North India,Tablet,Basic,2024-02-19,,199
S002580,Maharashtra,Laptop,Standard,2024-06-03,,399
S002581,Maharashtra,Smart TV,Basic,2024-05-05,2024-07-14,199
S002582,South India,Mobile,Standard,2024-02-02,,399
S002583,Karnataka,Laptop,Standard,2024-07-14,,399
S002584,Karnataka,Laptop,Standard,2024-08-07,,399
S002585,South India,Smart TV,Premium,2024-08-20,,699
S002586,South India,Smart TV,Basic,2024-12-28,,199
S002587,South India,Laptop,Basic,2024-07-18,,199
S002588,Maharashtra,Smart TV,Standard,2024-02-16,2024-07-23,399
S002589,Maharashtra,Smart TV,Basic,2024-04-09,2024-07-15,199
S002590,Karnataka,Smart TV,Basic,2024-09-20,,199
S002591,South India,Mobile,Basic,2024-02-19,,199
S002592,North India,Laptop,Basic,2024-03-27,,199
S002593,Maharashtra,Laptop,Premium,2024-04-20,,699
S002594,East India,Mobile,Basic,2024-05-16,,199
S002595,Karnataka,Mobile,Premium,2024-10-12,,699
S002596,South India,Mobile,Basic,2024-08-30,,199
S002597,West India,Mobile,Standard,2024-04-22,,399
S002598,South India,Mobile,Basic,2024-12-04,,199
S002599,East India,Mobile,Basic,2024-07-19,,199
S002600,South India,Smart TV,Basic,2024-04-06,2024-06-03,199
S002601,Maharashtra,Mobile,Basic,2024-09-10,2024-10-13,199
S002602,Maharashtra,Smart TV,Standard,2024-05-15,,399
S002603,Maharashtra,Laptop,Basic,2024-10-04,,199
S002604,South India,Desktop,Basic,2024-02-19,,199
S002605,Maharashtra,Tablet,Standard,2024-04-25,,399
S002606,North India,Mobile,Premium,2024-12-26,,699
S002607,Maharashtra,Mobile,Standard,2024-10-26,,399
S002608,West India,Smart TV,Premium,2024-05-16,2024-11-07,699
S002609,South India,Mobile,Standard,2024-07-29,,399
S002610,North India,Mobile,Standard,2024-03-17,,399
S002611,West India,Smart TV,Basic,2024-03-28,,199
S002612,North India,Tablet,Standard,2024-11-15,,399
S002613,West India,Mobile,Standard,2024-08-27,,399
S002614,East India,Smart TV,Standard,2024-12-08,,399
S002615,West India,Smart TV,Basic,2024-05-28,,199
S002616,East India,Laptop,Basic,2024-06-14,,199
S002617,South India,Mobile,Basic,2024-05-18,,199
S002618,West India,Laptop,Basic,2024-10-17,,199
S002619,Maharashtra,Smart TV,Standard,2024-08-05,,399
S002620,Karnataka,Mobile,Standard,2024-10-04,,399
S002621,Karnataka,Mobile,Standard,2024-12-30,,399
S002622,West India,Laptop,Standard,2024-08-15,,399
S002623,East India,Mobile,Standard,2024-03-15,,399
S002624,East India,Tablet,Premium,2024-02-25,,699
S002625,South India,Laptop,Basic,2024-03-13,,199
S002626,East India,Laptop,Premium,2024-12-19,,699
S002627,North India,Tablet,Standard,2024-10-03,,399
S002628,South India,Mobile,Basic,2024-11-16,,199
S002629,West India,Tablet,Basic,2024-02-25,,199
S002630,Maharashtra,Smart TV,Standard,2024-07-19,,399
S002631,West India,Smart TV,Premium,2024-09-19,,699
S002632,West India,Smart TV,Premium,2024-10-12,,699
S002633,East India,Mobile,Premium,2024-12-30,,699
S002634,East India,Mobile,Basic,2024-02-05,,199
S002635,Karnataka,Smart TV,Standard,2024-12-21,,399
S002636,Karnataka,Desktop,Basic,2024-12-16,,199
S002637,West India,Mobile,Basic,2024-11-29,,199
S002638,East India,Mobile,Basic,2024-11-08,2025-02-27,199
S002639,East India,Mobile,Premium,2024-05-26,,699
S002640,North India,Smart TV,Standard,2024-01-25,,399
S002641,East India,Tablet,Premium,2024-02-24,,699
S002642,Karnataka,Mobile,Standard,2024-02-03,2024-07-31,399
S002643,South India,Mobile,Standard,2024-10-13,,399
S002644,Karnataka,Mobile,Standard,2024-09-22,,399
S002645,Karnataka,Smart TV,Premium,2024-05-22,,699
S002646,Maharashtra,Laptop,Standard,2024-07-17,,399
S002647,East India,Tablet,Basic,2024-10-07,,199
S002648,West India,Mobile,Basic,2024-07-22,,199
S002649,North India,Smart TV,Premium,2024-11-17,,699
S002650,North India,Laptop,Premium,2024-05-18,,699
S002651,South India,Smart TV,Basic,2024-01-07,2024-06-29,199
S002652,North India,Laptop,Basic,2024-09-24,,199
S002653,South India,Smart TV,Standard,2024-03-04,,399
S002654,Maharashtra,Smart TV,Premium,2024-04-24,2024-07-03,699
S002655,North India,Mobile,Standard,2024-09-07,2025-02-24,399
S002656,South India,Mobile,Standard,2024-06-23,,399
S002657,East India,Smart TV,Basic,2024-11-25,,199
S002658,North India,Mobile,Standard,2024-03-31,,399
S002659,East India,Mobile,Basic,2024-09-25,,199
S002660,North India,Smart TV,Basic,2024-08-12,,199
S002661,East India,Mobile,Standard,2024-09-23,,399
S002662,West India,Mobile,Premium,2024-10-06,,699
S002663,Karnataka,Tablet,Standard,2024-06-12,,399
S002664,South India,Mobile,Basic,2024-05-31,,199
S002665,East India,Desktop,Basic,2024-04-30,,199
S002666,South India,Tablet,Standard,2024-04-25,,399
S002667,South India,Mobile,Basic,2024-02-24,2024-06-20,199
S002668,South India,Smart TV,Basic,2024-08-26,,199
S002669,South India,Mobile,Basic,2024-10-25,2025-01-31,199
S002670,West India,Tablet,Premium,2024-02-27,2024-07-17,699
S002671,East India,Laptop,Basic,2024-04-24,,199
S002672,East India,Laptop,Basic,2024-06-08,,199
S002673,South India,Laptop,Standard,2024-07-04,,399
S002674,East India,Smart TV,Basic,2024-02-06,2024-04-24,199
S002675,North India,Tablet,Basic,2024-10-24,,199
S002676,East India,Laptop,Premium,2024-10-23,,699
S002677,North India,Mobile,Standard,2024-09-08,,399
S002678,West India,Smart TV,Basic,2024-02-09,2024-06-29,199
S002679,West India,Smart TV,Basic,2024-03-02,2024-08-12,199
S002680,Karnataka,Smart TV,Basic,2024-07-28,2024-09-23,199
S002681,Maharashtra,Smart TV,Standard,2024-02-10,,399
S002682,East India,Mobile,Standard,2024-12-26,2025-06-23,399
S002683,Karnataka,Smart TV,Premium,2024-01-15,,699
S002684,East India,Smart TV,Basic,2024-12-29,,199
S002685,Karnataka,Smart TV,Basic,2024-08-19,,199
S002686,South India,Mobile,Basic,2024-07-24,,199
S002687,North India,Laptop,Basic,2024-08-22,,199
S002688,Maharashtra,Desktop,Premium,2024-06-18,,699
S002689,Karnataka,Mobile,Premium,2024-07-02,,699
S002690,West India,Smart TV,Standard,2024-03-05,,399
S002691,Karnataka,Smart TV,Basic,2024-03-22,,199
S002692,Maharashtra,Tablet,Basic,2024-01-30,2024-03-15,199
S002693,Karnataka,Laptop,Standard,2024-12-22,,399
S002694,West India,Smart TV,Standard,2024-08-21,,399
S002695,Maharashtra,Mobile,Standard,2024-11-01,,399
S002696,East India,Desktop,Basic,2024-08-11,2024-10-02,199
S002697,Karnataka,Mobile,Premium,2024-11-08,,699
S002698,South India,Mobile,Basic,2024-07-06,,199
S002699,East India,Smart TV,Standard,2024-09-17,,399
S002700,South India,Tablet,Basic,2024-05-23,,199
S002701,Maharashtra,Smart TV,Basic,2024-05-10,,199
S002702,East India,Mobile,Premium,2024-01-07,2024-06-29,699
S002703,North India,Mobile,Premium,2024-02-10,2024-06-10,699
S002704,Maharashtra,Mobile,Premium,2024-04-25,2024-09-19,699
S002705,West India,Smart TV,Basic,2024-06-29,,199
S002706,Maharashtra,Smart TV,Basic,2024-09-02,,199
S002707,North India,Smart TV,Premium,2024-10-30,,699
S002708,Maharashtra,Mobile,Standard,2024-05-16,,399
S002709,Karnataka,Smart TV,Premium,2024-10-29,,699
S002710,Maharashtra,Laptop,Premium,2024-10-16,,699
S002711,West India,Tablet,Standard,2024-05-15,,399
S002712,South India,Smart TV,Premium,2024-09-21,,699
S002713,Maharashtra,Laptop,Basic,2024-09-18,,199
S002714,South India,Mobile,Standard,2024-12-26,,399
S002715,North India,Mobile,Standard,2024-12-25,,399
S002716,Karnataka,Mobile,Premium,2024-08-26,,699
S002717,Karnataka,Mobile,Basic,2024-09-30,,199
S002718,North India,Mobile,Standard,2024-04-26,,399
S002719,South India,Laptop,Basic,2024-11-08,,199
S002720,West India,Laptop,Standard,2024-08-19,,399
S002721,Karnataka,Mobile,Standard,2024-11-16,,399
S002722,East India,Smart TV,Basic,2024-07-26,2025-01-16,199
S002723,South India,Laptop,Standard,2024-10-05,,399
S002724,West India,Tablet,Standard,2024-02-29,,399
S002725,Maharashtra,Smart TV,Basic,2024-05-19,2024-10-20,199
S002726,Maharashtra,Mobile,Standard,2024-11-28,,399
S002727,North India,Mobile,Basic,2024-11-10,,199
S002728,Maharashtra,Mobile,Basic,2024-07-25,,199
S002729,South India,Mobile,Standard,2024-09-25,,399
S002730,South India,Mobile,Basic,2024-05-24,,199
S002731,Maharashtra,Tablet,Basic,2024-08-01,,199
S002732,Maharashtra,Mobile,Standard,2024-03-20,,399
S002733,West India,Smart TV,Standard,2024-05-29,,399
S002734,West India,Smart TV,Premium,2024-09-28,2024-12-29,699
S002735,West India,Mobile,Basic,2024-05-16,,199
S002736,East India,Mobile,Basic,2024-08-21,,199
S002737,South India,Tablet,Premium,2024-03-23,,699
S002738,South India,Tablet,Basic,2024-09-09,,199
S002739,West India,Mobile,Basic,2024-06-23,,199
S002740,East India,Mobile,Basic,2024-07-21,2024-08-20,199
S002741,Karnataka,Laptop,Standard,2024-07-17,,399
S002742,Karnataka,Laptop,Premium,2024-06-27,,699
S002743,Maharashtra,Mobile,Standard,2024-05-12,,399
S002744,South India,Smart TV,Basic,2024-02-15,,199
S002745,Maharashtra,Laptop,Standard,2024-03-13,,399
S002746,South India,Laptop,Basic,2024-01-20,,199
S002747,Maharashtra,Smart TV,Premium,2024-04-16,2024-05-26,699
